ImageID,GroundTruth,Prediction,CER,WER
AHTD3A0641_Para2_1,وتعد المصادر المائيه بكل أنواعها ومحتوياتها من الكائنات الحية,وتعد المصادر المائيه بكل أنواعها ومحتوياتها من الكائنات الحية,0.0,0.0
AHTD3A1076_Para2_3,المناطق الجافة إلى المناطق شبه الجافة، وزحف المناطق,المناطق الجافة إلى المناطق شبه الجافة، وزحف المناطق,0.0,0.0
AHTD3A0903_Para3_3,والإنسانية واللغات والعلاقات الدولية وتمنح درجة البكالوريوس في,والإنسانية واللغات والعلاقات الدولية وتمنح درجة البكالوريوس في,0.0,0.0
AHTD3A0142_Para2_1,وعلى الرغم من هذه المشاركة الفعالة للمعماريين على مدى السنوات الماضية في,وعلى الرغم من هذه المشاركة الفعالة للمعماريين على مدى السنوات الماضية في,0.0,0.0
AHTD3A0631_Para3_4,يدخل الكربون كمكون اساسي في التركيب الكيميائي للجزيئات,يدخل الكربون كمكون اساسي في التركيب الكيميائي للجزيئات,0.0,0.0
AHTD3A0638_Para2_4,وذلك لانه يساعد على نمو النباتات بشكل أسرع لاعتمادها عليه في,وذلك لانه يساعد على نمو النباتات بشكل أسرع لاعتمادها عليه في,0.0,0.0
AHTD3A0658_Para2_3,بها العلماء فيما بعد بأن العصور الجليدية تحصل حين يتغير محور,بها العلماء فيما بعد بأن العصور الجليدية تحصل حين يتغير محور,0.0,0.0
AHTD3A1023_Para2_2,إلا ليلة أو ليلتين حتى ترى السفلى ملآنة دهناً . واعتبر أيضاً ذلك بالملح,إلا ليلة أو ليلتين حتى ترى السفلى ملآنة دهناً . واعتبر أيضاً ذلك بالملح,0.0,0.0
AHTD3A0587_Para3_6,ما يجعل درجة الحرارة في هذه الطبقة مرتفعة وتقل بها كثافة,ما يجعل درجة الحرارة في هذه الطبقة مرتفعة وتقل بها كثافة,0.0,0.0
AHTD3A0611_Para2_6,بتثبيت فيتامين الضروري.,بتثبيت فيتامين الضروري.,0.0,0.0
AHTD3A0637_Para3_2,يستعمل بشكله الغازي المضغوط في تعبئة المشروبات الغازية والروحية لإعطاء الشعور,يستعمل بشكله الغازي المضغوط في تعبئة المشروبات الغازية والروحية لإعطاء الشعور,0.0,0.0
AHTD3A0437_Para2_5,تاماً، وان باطن الأرض.,تاماً، وان باطن الأرض.,0.0,0.0
AHTD3A0797_Para3_5,الحواضر,الحواضر,0.0,0.0
AHTD3A0983_Para2_4,الحياة المحققة في الدول المتقدمة. وبعض مؤشرات صحة الطفل والأم ما تزال,الحياة المحققة في الدول المتقدمة. وبعض مؤشرات صحة الطفل والأم ما تزال,0.0,0.0
AHTD3A0441_Para2_2,إلى حضرموت ومهرة في الجنوب، واليمن في الغرب، وعمان في الشرق . وفيها,إلى حضرموت ومهرة في الجنوب، واليمن في الغرب، وعمان في الشرق . وفيها,0.0,0.0
AHTD3A0934_Para3_3,وفي نهاية هذه المرحلة يجب أن يصبح الأطفال #,وفي نهاية هذه المرحلة يجب أن يصبح الأطفال #,0.0,0.0
AHTD3A0476_Para3_5,منطقة أبار,منطقة أبار,0.0,0.0
AHTD3A0589_Para3_3,إلى احتباس الحرارة داخل الغلاف الجوي في تغيرات المناخ ، ويقدر العلماء أن ترتفع,إلى احتباس الحرارة داخل الغلاف الجوي في تغيرات المناخ ، ويقدر العلماء أن ترتفع,0.0,0.0
AHTD3A0708_Para3_4,كما وشهدت الأجزاء الشمالية من ألمانيا خلال نفس الشهر أعل معدل لشروق,كما وشهدت الأجزاء الشمالية من ألمانيا خلال نفس الشهر أعل معدل لشروق,0.0,0.0
AHTD3A1125_Para2_2,وكان لها طائفة من الموظفين الكبار، ومسجلين، وخذنة للأموال، ومأمورين،,وكان لها طائفة من الموظفين الكبار، ومسجلين، وخذنة للأموال، ومأمورين،,0.0,0.0
AHTD3A0476_Para2_5,علمياً عميقاً عن تركييها,علمياً عميقاً عن تركييها,0.0,0.0
AHTD3A0483_Para2_2,لها الرملة . وتتكون التربة في تهامة وفي سهل صنعاء من المواد الصلصالية,لها الرملة . وتتكون التربة في تهامة وفي سهل صنعاء من المواد الصلصالية,0.0,0.0
AHTD3A0160_Para2_1,ما الشعر فلا غرو بأنه (ديوان العرب) وهو سجل دقيق لحياتهم في جميع,ما الشعر فلا غرو بأنه (ديوان العرب) وهو سجل دقيق لحياتهم في جميع,0.0,0.0
AHTD3A0640_Para2_6,المواد العضويه,المواد العضويه,0.0,0.0
AHTD3A0416_Para2_5,تتمكن فيه البعثات العالمية الكبيرة من اختراق آفاق بلاد العرب,تتمكن فيه البعثات العالمية الكبيرة من اختراق آفاق بلاد العرب,0.0,0.0
AHTD3A0456_Para3_5,وتغيض مياهه في الرمال في مواضع,وتغيض مياهه في الرمال في مواضع,0.0,0.0
AHTD3A0643_Para2_6,الكيميائيه الحيويه,الكيميائيه الحيويه,0.0,0.0
AHTD3A0334_Para3_1,ولا أعتقد إن عناية العرب المسلمين بحديث رسول الله كانت,ولا أعتقد إن عناية العرب المسلمين بحديث رسول الله كانت,0.0,0.0
AHTD3A0463_Para2_2,أنهم يقصدون بها البادية الواسعة الفاصلة بين العراق والشام، أي البادية المعروفة عندنا,أنهم يقصدون بها البادية الواسعة الفاصلة بين العراق والشام، أي البادية المعروفة عندنا,0.0,0.0
AHTD3A0589_Para2_3,الحراري إلى خفض هطول الامطار على الارض، فتتصحر مناطق وقد لا تعود لمعظم,الحراري إلى خفض هطول الامطار على الارض، فتتصحر مناطق وقد لا تعود لمعظم,0.0,0.0
AHTD3A0660_Para2_3,الحراري هي المسؤلة عن إرتفاع درجة حرارة الأرض والتغيرات المناخية.,الحراري هي المسؤلة عن إرتفاع درجة حرارة الأرض والتغيرات المناخية.,0.0,0.0
AHTD3A0716_Para2_5,أشجار الكروم.,أشجار الكروم.,0.0,0.0
AHTD3A0632_Para2_5,المختلفة في الصناعة والزراعة والنقل والتعدين,المختلفة في الصناعة والزراعة والنقل والتعدين,0.0,0.0
AHTD3A0549_Para3_6,عليها الطبيعة الصحراوية,عليها الطبيعة الصحراوية,0.0,0.0
AHTD3A0657_Para2_2,الأخير والتي تتميز ليس فقط بإعتدال # معدلات درجة الحرارة وانما ايضاً بانتظام,الأخير والتي تتميز ليس فقط بإعتدال # معدلات درجة الحرارة وانما ايضاً بانتظام,0.0,0.0
AHTD3A1023_Para3_5,ولا النشف.,ولا النشف.,0.0,0.0
AHTD3A1076_Para2_1,تحرك مناطق المناخ الإيكولوجي من حيث خطوط العرض والطول,تحرك مناطق المناخ الإيكولوجي من حيث خطوط العرض والطول,0.0,0.0
AHTD3A0221_Para2_4,والمفاخرة والمنافرة، وسائر فنون الأدب.,والمفاخرة والمنافرة، وسائر فنون الأدب.,0.0,0.0
AHTD3A0791_Para2_6,وممدوح عدوان,وممدوح عدوان,0.0,0.0
AHTD3A0472_Para3_5,للصحراء.,للصحراء.,0.0,0.0
AHTD3A0333_Para3_4,بين,بين,0.0,0.0
AHTD3A0924_Para3_4,مشرف بدرجة أستاذ أو مشارك أو مساعد يساهم بدور الإشراف #,مشرف بدرجة أستاذ أو مشارك أو مساعد يساهم بدور الإشراف #,0.0,0.0
AHTD3A0500_Para3_1,والنخيل، هي مثل الجمال ثروة ورأس مال يسر على صاحبه,والنخيل، هي مثل الجمال ثروة ورأس مال يسر على صاحبه,0.0,0.0
AHTD3A0507_Para2_3,كلها عن قوم كانوا قد استوطنوا هذه الأماكن قبل الإسلام بزمان طويل .,كلها عن قوم كانوا قد استوطنوا هذه الأماكن قبل الإسلام بزمان طويل .,0.0,0.0
AHTD3A0442_Para2_1,وخلوها من الماء والمراعي ولكثرة هبوب العواصف الرملية فيها،,وخلوها من الماء والمراعي ولكثرة هبوب العواصف الرملية فيها،,0.0,0.0
AHTD3A0641_Para3_5,ادى الى إرتفاع تركيزاته عن المستوى العام لتزكيزات هذا الغاز,ادى الى إرتفاع تركيزاته عن المستوى العام لتزكيزات هذا الغاز,0.0,0.0
AHTD3A0137_Para2_5,الأرض الطيبة المقدسة.,الأرض الطيبة المقدسة.,0.0,0.0
AHTD3A0640_Para3_1,يذوب غاز ثاني اوكسيد الكربون في مياه المحيطات والبحار والبحيرات,يذوب غاز ثاني اوكسيد الكربون في مياه المحيطات والبحار والبحيرات,0.0,0.0
AHTD3A0715_Para3_3,درجه مئويه يشكل خطوره كبيرة على حياه الأسماك والأحياء البحرية,درجه مئويه يشكل خطوره كبيرة على حياه الأسماك والأحياء البحرية,0.0,0.0
AHTD3A0910_Para3_3,والشفافية والثبات لتصل إلى مستوى يؤهل كل فرد في المجتمع الوصول إلى غايته,والشفافية والثبات لتصل إلى مستوى يؤهل كل فرد في المجتمع الوصول إلى غايته,0.0,0.0
AHTD3A0500_Para2_3,سيدة الشجر، لا عند العرب وحدهم بل عند قدماء الساميين,سيدة الشجر، لا عند العرب وحدهم بل عند قدماء الساميين,0.0,0.0
AHTD3A0650_Para2_4,الغازات.,الغازات.,0.0,0.0
AHTD3A1167_Para2_4,أن دولة الظلم ساعه ودولة العدل إلى قيام الساعه ، والحضارة,أن دولة الظلم ساعه ودولة العدل إلى قيام الساعه ، والحضارة,0.0,0.0
AHTD3A0371_Para2_5,"موضع: ""وقال بعض وضعة السجل ونساب الهميسع""","موضع: ""وقال بعض وضعة السجل ونساب الهميسع""",0.0,0.0
AHTD3A0950_Para2_1,على المنهج الدراسي . وتضم المدارس الابتدائية والثانوية العادية التي تقيد,على المنهج الدراسي . وتضم المدارس الابتدائية والثانوية العادية التي تقيد,0.0,0.0
AHTD3A0471_Para3_1,"ومن شرق سيحوت تبتدئ سواحل ""مهرة""، وتعرف عند الجغرافيين","ومن شرق سيحوت تبتدئ سواحل ""مهرة""، وتعرف عند الجغرافيين",0.0,0.0
AHTD3A0883_Para2_6,المعرفي,المعرفي,0.0,0.0
AHTD3A0698_Para2_3,شخص. إذ اجتاحت امواج البحر خليج البنغال بإرتفاع,شخص. إذ اجتاحت امواج البحر خليج البنغال بإرتفاع,0.0,0.0
AHTD3A0200_Para3_7,ما هو الفن ؟,ما هو الفن ؟,0.0,0.0
AHTD3A0605_Para2_4,بدور مهم واساسي في تكوين مناخ الأرض كما وتلعب نفس,بدور مهم واساسي في تكوين مناخ الأرض كما وتلعب نفس,0.0,0.0
AHTD3A0774_Para3_1,لعمليات التنقيب عن الوقود النووى أقل بكثير من التكاليف المترتبة,لعمليات التنقيب عن الوقود النووى أقل بكثير من التكاليف المترتبة,0.0,0.0
AHTD3A0643_Para3_5,مطلقة كميات كبيره من غاز ثنائي أوكسيد الكربون الى الجو,مطلقة كميات كبيره من غاز ثنائي أوكسيد الكربون الى الجو,0.0,0.0
AHTD3A0437_Para2_4,وهذا يدل على إن فعل البراكين في جزيرة العرب، لم يكن قد انقطع انقطاعاً,وهذا يدل على إن فعل البراكين في جزيرة العرب، لم يكن قد انقطع انقطاعاً,0.0,0.0
AHTD3A0897_Para3_2,إلى تسميتها شبه القارة الهندية ، وتحدها باكستان من الشمال الغربي,إلى تسميتها شبه القارة الهندية ، وتحدها باكستان من الشمال الغربي,0.0,0.0
AHTD3A0476_Para2_1,لم تدرس طبيعة أرض جزيرة العرب دراسة علمية مستفيضة لشاملة،,لم تدرس طبيعة أرض جزيرة العرب دراسة علمية مستفيضة لشاملة،,0.0,0.0
AHTD3A0605_Para2_1,إذ تعد هذه المسطحات مغاطس طبيعية لهذا الغاز المسبب لظاهرة,إذ تعد هذه المسطحات مغاطس طبيعية لهذا الغاز المسبب لظاهرة,0.0,0.0
AHTD3A0363_Para2_1,"وقد عالج بعض الباحثين زعم ""ابن الكلبي"" أنه كان يستخرج أخبار العرب","وقد عالج بعض الباحثين زعم ""ابن الكلبي"" أنه كان يستخرج أخبار العرب",0.0,0.0
AHTD3A0808_Para3_4,يناسب الوزن الذي بنيت عليه طلعته,يناسب الوزن الذي بنيت عليه طلعته,0.0,0.0
AHTD3A0777_Para3_1,ولكن لم يكن هناك حادث واحد قد نجم عن تسرب مواد مشعة,ولكن لم يكن هناك حادث واحد قد نجم عن تسرب مواد مشعة,0.0,0.0
AHTD3A0690_Para2_1,من الظواهر الطبيعيه التي عرفها الانسان منذ العصور القديمه هي حرائق,من الظواهر الطبيعيه التي عرفها الانسان منذ العصور القديمه هي حرائق,0.0,0.0
AHTD3A0589_Para2_5,امطار حمضية,امطار حمضية,0.0,0.0
AHTD3A0652_Para3_1,لوحظ في العقود الأخيرة إن هناك إستغلال فاحش وغير مدروس لغابات,لوحظ في العقود الأخيرة إن هناك إستغلال فاحش وغير مدروس لغابات,0.0,0.0
AHTD3A0400_Para2_5,التي قرر الإسلام طمسها، أعني بذلك الديانات والطقوس الوثنية,التي قرر الإسلام طمسها، أعني بذلك الديانات والطقوس الوثنية,0.0,0.0
AHTD3A1084_Para3_4,في اموالنا.,في اموالنا.,0.0,0.0
AHTD3A0259_Para2_2,جزيرة تاروت أوسع الجزر الواقعة على شاطئ الخليج داخل المملكة,جزيرة تاروت أوسع الجزر الواقعة على شاطئ الخليج داخل المملكة,0.0,0.0
AHTD3A0454_Para2_1,وليس في استطاعة أحد التحدث عن ملاحة بالمعنى المفهوم من الملاحة,وليس في استطاعة أحد التحدث عن ملاحة بالمعنى المفهوم من الملاحة,0.0,0.0
AHTD3A0584_Para2_5,الواصلة إلى الأرض إلى # إختلاف في درجة الحرارة,الواصلة إلى الأرض إلى # إختلاف في درجة الحرارة,0.0,0.0
AHTD3A0953_Para2_4,والتربية وأقاليم البلاد المستقلة . إصلاح شامل للتعليم وأخيراً فقد أعلنت,والتربية وأقاليم البلاد المستقلة . إصلاح شامل للتعليم وأخيراً فقد أعلنت,0.0,0.0
AHTD3A0453_Para3_1,ومن الممكن الاستفادة منها في الأغراض الزراعية والصناعية. وقد تكون السيول,ومن الممكن الاستفادة منها في الأغراض الزراعية والصناعية. وقد تكون السيول,0.0,0.0
AHTD3A1081_Para3_4,الجافة في الكرة الأرضية،,الجافة في الكرة الأرضية،,0.0,0.0
AHTD3A0955_Para2_2,بحيث يكون مع الطلاب من البداية إلى النهاية - المعلم يبقى في المدرسة من بداية الدوام إلى,بحيث يكون مع الطلاب من البداية إلى النهاية - المعلم يبقى في المدرسة من بداية الدوام إلى,0.0,0.0
AHTD3A0636_Para2_2,الإحتباس الحراري الأخرى بسبب كمياته العالية المنطلقة للغلاف,الإحتباس الحراري الأخرى بسبب كمياته العالية المنطلقة للغلاف,0.0,0.0
AHTD3A0688_Para3_1,لجفاف والتصحر من الكوارث الطبيعية التي تحصل نتيجة نقص المياه وبشكل خاص,لجفاف والتصحر من الكوارث الطبيعية التي تحصل نتيجة نقص المياه وبشكل خاص,0.0,0.0
AHTD3A0949_Para3_1,والبرامج العادية أن يتم قيدهم أيضاً في المستويات التعليمية نفسها,والبرامج العادية أن يتم قيدهم أيضاً في المستويات التعليمية نفسها,0.0,0.0
AHTD3A0774_Para2_1,محفوفة بالمخاطر وذلك لاحتواتها على غاز الرادون حيث أن اليورانيوم,محفوفة بالمخاطر وذلك لاحتواتها على غاز الرادون حيث أن اليورانيوم,0.0,0.0
AHTD3A0934_Para2_3,الوعي لدى الأطفال بحواسهم.,الوعي لدى الأطفال بحواسهم.,0.0,0.0
AHTD3A0481_Para2_5,الحرار,الحرار,0.0,0.0
AHTD3A0416_Para3_5,من بعده عدد منهم.,من بعده عدد منهم.,0.0,0.0
AHTD3A0462_Para3_1,وقد أشير إلى العربية السعيدة والعربية الصحراوية في الموارد,وقد أشير إلى العربية السعيدة والعربية الصحراوية في الموارد,0.0,0.0
AHTD3A0423_Para2_4,الخمس والصوم.,الخمس والصوم.,0.0,0.0
AHTD3A1076_Para2_2,مع زحف المناطق الشديدة الجفاف إلى المناطق الجافة، وزحف,مع زحف المناطق الشديدة الجفاف إلى المناطق الجافة، وزحف,0.0,0.0
AHTD3A0646_Para2_5,الحياة العصرية وخصوطاً في السدول الصناعية,الحياة العصرية وخصوطاً في السدول الصناعية,0.0,0.0
AHTD3A0590_Para2_1,الغازات الدفيئة الغازات المسببة للاحتباس الحراري ذات شفافية معقولة بالنسبة,الغازات الدفيئة الغازات المسببة للاحتباس الحراري ذات شفافية معقولة بالنسبة,0.0,0.0
AHTD3A0292_Para2_6,في جماعة العرب,في جماعة العرب,0.0,0.0
AHTD3A0400_Para3_2,أهل الجاهلية، وعلى قوم كانوا قد تسلطوا وتحكموا وتجروا بحكم العرف والعادات,أهل الجاهلية، وعلى قوم كانوا قد تسلطوا وتحكموا وتجروا بحكم العرف والعادات,0.0,0.0
AHTD3A0328_Para3_4,وان أخبارا خلقت خلقا،,وان أخبارا خلقت خلقا،,0.0,0.0
AHTD3A0842_Para2_1,مدخل عدم التسامح فيما يتعلق بعلامات الترقيم - والذي يمثل دعوة من لين تروس للاستخدام,مدخل عدم التسامح فيما يتعلق بعلامات الترقيم - والذي يمثل دعوة من لين تروس للاستخدام,0.0,0.0
AHTD3A0657_Para3_5,الأرض حول الشمس وما يرافقها من اختلاف,الأرض حول الشمس وما يرافقها من اختلاف,0.0,0.0
AHTD3A1023_Para2_5,أصحاب الفساد.,أصحاب الفساد.,0.0,0.0
AHTD3A1019_Para2_5,والله كتفاً لا يستطيع معه قبضاً ولا بسطاً وتركه .,والله كتفاً لا يستطيع معه قبضاً ولا بسطاً وتركه .,0.0,0.0
AHTD3A0924_Para3_3,الأطروحة هي دراسة بحثية لا ينفرد الباحث فقط أي الطالب في تخطيطها بل هناك,الأطروحة هي دراسة بحثية لا ينفرد الباحث فقط أي الطالب في تخطيطها بل هناك,0.0,0.0
AHTD3A1091_Para2_5,فيها نسبة تدهور التربة,فيها نسبة تدهور التربة,0.0,0.0
AHTD3A0778_Para2_4,الشعبية الشائعة .. وهو لا يستند لفرد بعينه ، بل نشارك الجماهير في إبداعه,الشعبية الشائعة .. وهو لا يستند لفرد بعينه ، بل نشارك الجماهير في إبداعه,0.0,0.0
AHTD3A0703_Para3_3,وتسبب في نفوق الالاف من الحيوانات والمواشي . واخيراً الفيضانات التي,وتسبب في نفوق الالاف من الحيوانات والمواشي . واخيراً الفيضانات التي,0.0,0.0
AHTD3A0910_Para3_4,ومراده عبر إجراءات شفافة يتساوى أمامها الجميع . اليابان لم تأتي بشيء خرافي .,ومراده عبر إجراءات شفافة يتساوى أمامها الجميع . اليابان لم تأتي بشيء خرافي .,0.0,0.0
AHTD3A0334_Para3_2,أقل من عنايته برواية ما جرى مثل بن النعمان بن المنذر وبين كسرى,أقل من عنايته برواية ما جرى مثل بن النعمان بن المنذر وبين كسرى,0.0,0.0
AHTD3A0936_Para2_3,سنتان . الهدف من هذه المرحلة وتستهدف المرحلة الإبتدائية توفير تعليم مشترك لكل,سنتان . الهدف من هذه المرحلة وتستهدف المرحلة الإبتدائية توفير تعليم مشترك لكل,0.0,0.0
AHTD3A0239_Para3_5,في التطور الصناعي,في التطور الصناعي,0.0,0.0
AHTD3A0342_Para3_4,في أمور الكنيسة ومشكلاتها،,في أمور الكنيسة ومشكلاتها،,0.0,0.0
AHTD3A0156_Para2_1,وبالتالي تداول مآثرهم وأقوالهم وحكاياتهم في هذه المناطق,وبالتالي تداول مآثرهم وأقوالهم وحكاياتهم في هذه المناطق,0.0,0.0
AHTD3A0800_Para2_5,ونستعرض في ما يلي طائفة,ونستعرض في ما يلي طائفة,0.0,0.0
AHTD3A0640_Para3_6,الكربون,الكربون,0.0,0.0
AHTD3A0636_Para3_1,إن زيادة نسبة غازات الإحتباس الحراري في الهواء وعدم إمكانية,إن زيادة نسبة غازات الإحتباس الحراري في الهواء وعدم إمكانية,0.0,0.0
AHTD3A0632_Para3_5,الحمراء.,الحمراء.,0.0,0.0
AHTD3A0488_Para3_4,"بإطلاق العراقيين القدماء على الجمل اسم ""حمار البحر""، وقالوا إن","بإطلاق العراقيين القدماء على الجمل اسم ""حمار البحر""، وقالوا إن",0.0,0.0
AHTD3A0578_Para2_1,الصفات المرفومترية التي غالبا ما تكون غير دقيقة . كما أن التباين داخل,الصفات المرفومترية التي غالبا ما تكون غير دقيقة . كما أن التباين داخل,0.0,0.0
AHTD3A0625_Para3_6,وتتحول بدلك من الحالة السائلة على شكل بخار ماء.,وتتحول بدلك من الحالة السائلة على شكل بخار ماء.,0.0,0.0
AHTD3A0630_Para3_5,الانتاج الآلي الصناعي الواسع.,الانتاج الآلي الصناعي الواسع.,0.0,0.0
AHTD3A0716_Para2_1,من جانب آخر تؤكد دائرة بيئة المقاطعة على وجود تغيرات ملحوظة للنظام البيئي,من جانب آخر تؤكد دائرة بيئة المقاطعة على وجود تغيرات ملحوظة للنظام البيئي,0.0,0.0
AHTD3A0632_Para2_1,هذا وينتج عن حرق الوقود الإحفوري الحاوي على شوائب من عناصر كيميائية,هذا وينتج عن حرق الوقود الإحفوري الحاوي على شوائب من عناصر كيميائية,0.0,0.0
AHTD3A0903_Para2_1,الجامعات والمعاهد العليا والكليات التابعة والدرجة العلمية التي تمنحها توجد,الجامعات والمعاهد العليا والكليات التابعة والدرجة العلمية التي تمنحها توجد,0.0,0.0
AHTD3A0483_Para2_5,العربية الجنوبية.,العربية الجنوبية.,0.0,0.0
AHTD3A0648_Para2_5,للبيئة والتنمية والذي انعقد في مدينة المنامة تحت عنوان,للبيئة والتنمية والذي انعقد في مدينة المنامة تحت عنوان,0.0,0.0
AHTD3A0574_Para3_5,تلك # المناطق,تلك # المناطق,0.0,0.0
AHTD3A0325_Para2_5,إلى ديوان مدون ولا كتاب مكتوب.,إلى ديوان مدون ولا كتاب مكتوب.,0.0,0.0
AHTD3A0645_Para2_5,الذيادة في عدد السكان.,الذيادة في عدد السكان.,0.0,0.0
AHTD3A0428_Para3_1,حتى لا تكون هناك قطيعة تامة، وارتفعت بذلك السواحل الغربية، نتيجة انخساف الأرض،,حتى لا تكون هناك قطيعة تامة، وارتفعت بذلك السواحل الغربية، نتيجة انخساف الأرض،,0.0,0.0
AHTD3A0549_Para2_2,سبب هذه الهجرات بعدم استطاعة جزيرة العرب تبول,سبب هذه الهجرات بعدم استطاعة جزيرة العرب تبول,0.0,0.0
AHTD3A0720_Para3_5,المتجددة لوصول,المتجددة لوصول,0.0,0.0
