ImageID,Label,Notes,CER,GroundTruth,Prediction,ImagePath,Timestamp,Reviewer
train_015865,Irrelevant / non-text,,1.0,معاملة البترون مختار صورات رشكده سنة ١٩٢٨,ي,../data/muharaf_prepared_resized/train/train_015865.png,2025-11-26T19:55:22,Sana
train_013473,Segmentation error,,1.0,٢١ شباط سنة ٩٢٦,,../data/muharaf_prepared_resized/train/train_013473.png,2025-11-26T19:55:30,Sana
train_015864,Segmentation error,,1.0,٢٤ آب سنة ٩٣٣	خالد سنا,١,../data/muharaf_prepared_resized/train/train_015864.png,2025-11-26T19:55:33,Sana
train_010065,Irrelevant / signature,,1.0,ولد سيادتكم سليم ضاهر,,../data/muharaf_prepared_resized/train/train_010065.png,2025-11-26T19:55:39,Sana
train_020824,Irrelevant / signature,,1.0,سبعلي,,../data/muharaf_prepared_resized/train/train_020824.png,2025-11-26T19:55:41,Sana
train_016736,Irrelevant / signature,,1.0,الوصي الشرعي كاتبه,,../data/muharaf_prepared_resized/train/train_016736.png,2025-11-26T19:55:43,Sana
train_006085,Script mismatch (non-Arabic),,1.0,(٣    3,,../data/muharaf_prepared_resized/train/train_006085.png,2025-11-26T19:55:45,Sana
train_015934,Irrelevant / signature,,1.0,المقره بيأسم افيميا ابنة منصور يعقوب طرزا,,../data/muharaf_prepared_resized/train/train_015934.png,2025-11-26T19:55:59,Sana
train_015937,Irrelevant / signature,,1.0,كفيل نخله جبرايل النخل طرزا,,../data/muharaf_prepared_resized/train/train_015937.png,2025-11-26T19:56:02,Sana
train_016475,Irrelevant / signature,,1.0,الرئيس جرجس شاول,,../data/muharaf_prepared_resized/train/train_016475.png,2025-11-26T19:56:04,Sana
train_018610,Script mismatch (non-Arabic),,1.0,OF TEXAS,,../data/muharaf_prepared_resized/train/train_018610.png,2025-11-26T19:56:10,Sana
train_001212,Irrelevant / signature,,1.0,امين الريحاني,,../data/muharaf_prepared_resized/train/train_001212.png,2025-11-26T19:56:14,Sana
train_016472,Irrelevant / signature,,1.0,عضو انطون بطرس نهرا,,../data/muharaf_prepared_resized/train/train_016472.png,2025-11-26T19:56:28,Sana
train_013652,Irrelevant / signature,,1.0,رىس ىعوم دىب العارح,,../data/muharaf_prepared_resized/train/train_013652.png,2025-11-26T19:56:29,Sana
train_016702,Irrelevant / signature,,1.0,ماضي خليل طربي كيروز,,../data/muharaf_prepared_resized/train/train_016702.png,2025-11-26T19:56:31,Sana
train_018467,Script mismatch (non-Arabic),,1.0,57,٥,../data/muharaf_prepared_resized/train/train_018467.png,2025-11-26T19:56:34,Sana
train_009192,Irrelevant / signature,,1.0,جبير مطران طرابلس,,../data/muharaf_prepared_resized/train/train_009192.png,2025-11-26T19:56:38,Sana
train_016504,Irrelevant / signature,,1.0,نظر 		القائمقام	حبيب سلوم,,../data/muharaf_prepared_resized/train/train_016504.png,2025-11-26T19:56:51,Sana
train_017517,Script mismatch (non-Arabic),,1.0,6,٥,../data/muharaf_prepared_resized/train/train_017517.png,2025-11-26T19:56:56,Sana
train_015678,Irrelevant / signature,,1.0,المدعى العام,,../data/muharaf_prepared_resized/train/train_015678.png,2025-11-26T19:56:59,Sana
train_014197,Segmentation error,,1.0,يشهد بدالك يخصها ميره على دفتر الحاكم,,../data/muharaf_prepared_resized/train/train_014197.png,2025-11-26T19:57:10,Sana
train_018589,Script mismatch (non-Arabic),,1.0,69,160,../data/muharaf_prepared_resized/train/train_018589.png,2025-11-26T19:57:14,Sana
train_010117,Segmentation error,,1.0,٢٠ تشرين اول ١٩٥٨,,../data/muharaf_prepared_resized/train/train_010117.png,2025-11-26T19:57:23,Sana
train_019105,Valid but hard,,1.0,اَلحُرِيّةُ,ج,../data/muharaf_prepared_resized/train/train_019105.png,2025-11-26T19:57:29,Sana
train_002640,Irrelevant / signature,,1.0,محمد امين الحسيني,,../data/muharaf_prepared_resized/train/train_002640.png,2025-11-26T19:58:28,Sana
train_011813,Script mismatch (non-Arabic),,1.0,4/3,,../data/muharaf_prepared_resized/train/train_011813.png,2025-11-26T19:58:32,Sana
train_016413,Segmentation error,,1.0,٧ ايلول ٩٣٢	محكمة لبنان الشمالي البدائية النيابة العامة,,../data/muharaf_prepared_resized/train/train_016413.png,2025-11-26T19:58:43,Sana
train_019094,Script mismatch (non-Arabic),,1.0,4,1,../data/muharaf_prepared_resized/train/train_019094.png,2025-11-26T19:58:44,Sana
train_015956,Irrelevant / signature,,1.0,يوسف بك الحلو,,../data/muharaf_prepared_resized/train/train_015956.png,2025-11-26T19:58:49,Sana
train_013630,Irrelevant / signature,,1.0,رىس ىلدية كفرشيما ىعوم دىب العارح,,../data/muharaf_prepared_resized/train/train_013630.png,2025-11-26T19:58:52,Sana
train_008700,Irrelevant / signature,,1.0,ولد سادكم ىوسف موسى ابراهم,,../data/muharaf_prepared_resized/train/train_008700.png,2025-11-26T19:58:54,Sana
train_001639,Script mismatch (non-Arabic),,1.0,N.J.,ر,../data/muharaf_prepared_resized/train/train_001639.png,2025-11-26T19:58:59,Sana
train_016565,Irrelevant / signature,,1.0,الجمهورية اللبنانية ١٨/١/٥٤ رقم ١٣٣,,../data/muharaf_prepared_resized/train/train_016565.png,2025-11-26T19:59:02,Sana
train_017499,Wrong transcription,,1.0,. . .,خ,../data/muharaf_prepared_resized/train/train_017499.png,2025-11-26T19:59:18,Sana
train_015203,Wrong transcription,,1.0,26,٢٦,../data/muharaf_prepared_resized/train/train_015203.png,2025-11-26T19:59:22,Sana
train_005041,Irrelevant / signature,,1.0,نحىب,,../data/muharaf_prepared_resized/train/train_005041.png,2025-11-26T20:00:11,Sana
train_000195,Irrelevant / signature,,1.0,كاتب موسى فرحات فرح يوسف فرحات,,../data/muharaf_prepared_resized/train/train_000195.png,2025-11-26T20:00:13,Sana
train_018313,Irrelevant / signature,,1.0,لولدكم كروجر عطالله,ي,../data/muharaf_prepared_resized/train/train_018313.png,2025-11-26T20:00:20,Sana
train_004432,Script mismatch (non-Arabic),,1.0,Nº,٥,../data/muharaf_prepared_resized/train/train_004432.png,2025-11-26T20:00:26,Sana
train_016190,Script mismatch (non-Arabic),,1.0,محكمة بدايت قضاء بترون ١٣٠١,ل,../data/muharaf_prepared_resized/train/train_016190.png,2025-11-26T20:00:29,Sana
train_019133,Wrong transcription,,1.0,نهاد,,../data/muharaf_prepared_resized/train/train_019133.png,2025-11-26T20:01:06,Sana
train_018260,Irrelevant / signature,,1.0,لولدكم  كروجر عطالله,,../data/muharaf_prepared_resized/train/train_018260.png,2025-11-26T20:01:14,Sana
train_016412,Irrelevant / non-text,,1.0,محكمة البترون الصلحية,,../data/muharaf_prepared_resized/train/train_016412.png,2025-11-26T20:01:27,Sana
train_005206,Valid but hard,,1.0,جورج,,../data/muharaf_prepared_resized/train/train_005206.png,2025-11-26T20:01:34,Sana
train_017799,Script mismatch (non-Arabic),,1.0,20,3,../data/muharaf_prepared_resized/train/train_017799.png,2025-11-26T20:01:40,Sana
train_018089,Irrelevant / signature,,1.0,القس طوبيا,,../data/muharaf_prepared_resized/train/train_018089.png,2025-11-26T20:01:44,Sana
train_010108,Valid but hard,,1.0,مطانيوس سركىس,,../data/muharaf_prepared_resized/train/train_010108.png,2025-11-26T20:01:53,Sana
train_013593,Irrelevant / signature,,1.0,رىس ىلديه كفرشيما نعوم ديب,,../data/muharaf_prepared_resized/train/train_013593.png,2025-11-26T20:02:59,Sana
train_000211,Irrelevant / signature,,1.0,كاتب نصار طانيوس السمراني,,../data/muharaf_prepared_resized/train/train_000211.png,2025-11-26T20:03:15,Sana
train_012223,Valid but hard,,1.0,عام,٣,../data/muharaf_prepared_resized/train/train_012223.png,2025-11-26T20:03:20,Sana
train_010816,Orientation error,,1.0,من فضلكم,,../data/muharaf_prepared_resized/train/train_010816.png,2025-11-26T20:03:24,Sana
train_017767,Script mismatch (non-Arabic),,1.0,18,6,../data/muharaf_prepared_resized/train/train_017767.png,2025-11-26T20:03:28,Sana
train_010430,Valid but hard,,1.0,نعمه الله,,../data/muharaf_prepared_resized/train/train_010430.png,2025-11-26T20:03:40,Sana
train_010149,Irrelevant / signature,,1.0,ولد سيادتكم سلىم صاهر,,../data/muharaf_prepared_resized/train/train_010149.png,2025-11-26T20:03:45,Sana
train_010817,Orientation error,,1.0,لحضرة الاجل الاكرم الخواجه يوسَف نادر رعد الافخم,,../data/muharaf_prepared_resized/train/train_010817.png,2025-11-26T20:03:52,Sana
train_017019,Valid but hard,,1.0,مرحبه,,../data/muharaf_prepared_resized/train/train_017019.png,2025-11-26T20:04:14,Sana
train_019106,Valid but hard,,1.0,ولدكم,,../data/muharaf_prepared_resized/train/train_019106.png,2025-11-26T20:04:25,Sana
train_018667,Irrelevant / signature,,1.0,الى ابن  عمكم بشاره مرعي منصور,,../data/muharaf_prepared_resized/train/train_018667.png,2025-11-26T20:04:36,Sana
train_014893,Wrong transcription,,1.0,بوافة سهيل,بوفاة الدكتور سهيل,../data/muharaf_prepared_resized/train/train_014893.png,2025-11-26T20:04:48,Sana
train_010809,Orientation error,,1.0,اطال الله تعالى بقاه,,../data/muharaf_prepared_resized/train/train_010809.png,2025-11-26T20:04:56,Sana
train_018693,Irrelevant / signature,,1.0,كاترين يزبك,ح,../data/muharaf_prepared_resized/train/train_018693.png,2025-11-26T20:05:08,Sana
train_018854,Script mismatch (non-Arabic),,1.0,عد ٣     2,,../data/muharaf_prepared_resized/train/train_018854.png,2025-11-26T20:05:13,Sana
train_004765,Segmentation error,,1.0,(مكان الختم),,../data/muharaf_prepared_resized/train/train_004765.png,2025-11-26T20:05:31,Sana
train_010148,Irrelevant / signature,,1.0,ولد سيادتكم محول حروح,,../data/muharaf_prepared_resized/train/train_010148.png,2025-11-26T20:05:35,Sana
train_010079,Irrelevant / signature,,1.0,مختار مرتموره مخول موسى فهد,,../data/muharaf_prepared_resized/train/train_010079.png,2025-11-26T20:05:54,Sana
train_010094,Irrelevant / signature,,1.0,مختار مرتموره    مخول موسَى فهد,,../data/muharaf_prepared_resized/train/train_010094.png,2025-11-26T20:05:56,Sana
train_010092,Irrelevant / signature,,1.0,مختار الضهر      بدوي اسعد بطرسَ,,../data/muharaf_prepared_resized/train/train_010092.png,2025-11-26T20:06:00,Sana
train_001076,Valid but hard,,1.0,انه,يرته,../data/muharaf_prepared_resized/train/train_001076.png,2025-11-26T20:06:15,Sana
train_001685,Valid but hard,,1.0,?,2,../data/muharaf_prepared_resized/train/train_001685.png,2025-11-26T20:06:29,Sana
train_013663,Segmentation error,,1.0,تحريرات عدد ١٧,ن,../data/muharaf_prepared_resized/train/train_013663.png,2025-11-26T20:06:39,Sana
train_016468,Irrelevant / signature,,1.0,عضو انطون خوري حرب,,../data/muharaf_prepared_resized/train/train_016468.png,2025-11-26T20:06:45,Sana
train_002104,Irrelevant / signature,,1.0,المخلصه مىّ,عا,../data/muharaf_prepared_resized/train/train_002104.png,2025-11-26T20:06:47,Sana
train_010109,Irrelevant / signature,,0.975609756097561,بصمة ابهام يد اليمين نزهه ابنة طنوس ساسين,ا,../data/muharaf_prepared_resized/train/train_010109.png,2025-11-26T20:06:50,Sana
train_002845,Segmentation error,,0.972972972972973,٢٠ رمضان سنة ١٣٥٢		 أمين محمد الحسيني,٩٢,../data/muharaf_prepared_resized/train/train_002845.png,2025-11-26T20:07:02,Sana
train_002664,Valid but hard,,0.9714285714285714,المملكة الحجازية والنجدية وملحقاتها,ا,../data/muharaf_prepared_resized/train/train_002664.png,2025-11-26T20:07:07,Sana
train_016740,Irrelevant / signature,,0.9714285714285714,الياس الحويك بطرس البطريرك الانطاكى,ا,../data/muharaf_prepared_resized/train/train_016740.png,2025-11-26T20:07:11,Sana
train_016701,Irrelevant / signature,,0.9696969696969696,الماضي عنه باذنه بطرسَ منصور فخري,ا,../data/muharaf_prepared_resized/train/train_016701.png,2025-11-26T20:07:12,Sana
train_008933,Irrelevant / signature,,0.967741935483871,ولد سَيادتكم طنوس سمعان القبيات,ي,../data/muharaf_prepared_resized/train/train_008933.png,2025-11-26T20:07:17,Sana
train_010060,Irrelevant / signature,,0.967741935483871,ولد سيادتكم يوسف سعد شاهين ضاهر,ي,../data/muharaf_prepared_resized/train/train_010060.png,2025-11-26T20:07:18,Sana
train_016429,Irrelevant / signature,,0.967741935483871,كاتب امين متى شيخ قرية دريا ٣١٦,ي,../data/muharaf_prepared_resized/train/train_016429.png,2025-11-26T20:07:21,Sana
train_000251,Irrelevant / signature,,0.967741935483871,المستدعي المحامى الياس عبد الله,ا,../data/muharaf_prepared_resized/train/train_000251.png,2025-11-26T20:07:25,Sana
train_010063,Irrelevant / signature,,0.9666666666666668,ولد سيادتكم امطانوس محاىل صاهر,ا,../data/muharaf_prepared_resized/train/train_010063.png,2025-11-26T20:07:27,Sana
train_015853,Irrelevant / signature,,0.9655172413793104,حنا الخوري سليمان الفرخ صورات,ي,../data/muharaf_prepared_resized/train/train_015853.png,2025-11-26T20:08:10,Sana
train_010077,Irrelevant / signature,,0.9642857142857144,مختار الضهر بدوي اسَعد بطرسَ,ي,../data/muharaf_prepared_resized/train/train_010077.png,2025-11-26T20:08:12,Sana
train_010059,Irrelevant / signature,,0.9629629629629628,ولد سيادتكم ىادر ساهىن ىادر,ال,../data/muharaf_prepared_resized/train/train_010059.png,2025-11-26T20:08:13,Sana
train_013957,Irrelevant / signature,,0.9615384615384616,عن رئيس البلدية شكري كنعان,ي,../data/muharaf_prepared_resized/train/train_013957.png,2025-11-26T20:08:15,Sana
train_015862,Irrelevant / signature,,0.9615384615384616,عضو طنوس خليل الصايغ رشكده,ع,../data/muharaf_prepared_resized/train/train_015862.png,2025-11-26T20:08:16,Sana
train_010061,Irrelevant / signature,,0.96,ولد سيادتكم ابراهيم قسطون,ي,../data/muharaf_prepared_resized/train/train_010061.png,2025-11-26T20:08:18,Sana
train_002211,Irrelevant / signature,,0.96,المخلص احمد شاكر الكريحات,ا,../data/muharaf_prepared_resized/train/train_002211.png,2025-11-26T20:08:20,Sana
train_009439,Irrelevant / signature,,0.9591836734693876,وكيل الوقف وخوري الرعية الحورى ىوحىا حىىب البيسري,س ي,../data/muharaf_prepared_resized/train/train_009439.png,2025-11-26T20:08:24,Sana
train_002196,Irrelevant / signature,,0.9583333333333334,كاتب الاسرار فيكتور شميل,ا,../data/muharaf_prepared_resized/train/train_002196.png,2025-11-26T20:08:27,Sana
train_009352,Irrelevant / signature,,0.9583333333333334,ولد سَيادتكم الخورى ىوسف,ي,../data/muharaf_prepared_resized/train/train_009352.png,2025-11-26T20:08:28,Sana
train_002077,Irrelevant / signature,,0.9583333333333334,محبّك محمد الحسين النجفي,ا,../data/muharaf_prepared_resized/train/train_002077.png,2025-11-26T20:08:29,Sana
train_016532,Irrelevant / signature,,0.9523809523809524,عضو سليم سعدالله سلوم,ع,../data/muharaf_prepared_resized/train/train_016532.png,2025-11-26T20:08:36,Sana
train_015335,Irrelevant / signature,,0.9473684210526316,عن عضو ملحم  سعيفان,ع,../data/muharaf_prepared_resized/train/train_015335.png,2025-11-26T20:08:37,Sana
train_014914,Valid but hard,,0.9473684210526316,مبلغ مية ليرة .....,.ان,../data/muharaf_prepared_resized/train/train_014914.png,2025-11-26T20:08:44,Sana
train_016144,Irrelevant / non-text,,0.9473684210526316,عضو حبيب نبهان ١٨٨٠,ع,../data/muharaf_prepared_resized/train/train_016144.png,2025-11-26T20:08:47,Sana
train_015370,Irrelevant / signature,,0.9444444444444444,عن عضو ملحم سعيفان,ع,../data/muharaf_prepared_resized/train/train_015370.png,2025-11-26T20:08:50,Sana
train_016145,Irrelevant / non-text,,0.9411764705882352,رىس سليم باز ١٨٨٣,ي,../data/muharaf_prepared_resized/train/train_016145.png,2025-11-26T20:08:55,Sana
train_016476,Segmentation error,,0.9411764705882352,عدد ٥٧٩٨	٢٤/١٢/٥٢,ع,../data/muharaf_prepared_resized/train/train_016476.png,2025-11-26T20:09:00,Sana
train_009521,Segmentation error,,0.9393939393939394,سهود محول عصى     موسَى البر عبدو,حو,../data/muharaf_prepared_resized/train/train_009521.png,2025-11-26T20:09:08,Sana
train_016597,Segmentation error,,0.9375,١٨٧ وذلك ٥٣/٩/١٨,١,../data/muharaf_prepared_resized/train/train_016597.png,2025-11-26T20:10:37,Sana
train_009636,Irrelevant / signature,,0.9375,ولد سيادتكم محاىل الحورى الدرىىى,لد,../data/muharaf_prepared_resized/train/train_009636.png,2025-11-26T20:10:43,Sana
train_017980,Script mismatch (non-Arabic),,0.9375,E.F.B. Peixe-Boi,-,../data/muharaf_prepared_resized/train/train_017980.png,2025-11-26T20:10:47,Sana
train_001637,Script mismatch (non-Arabic),,0.9375,516 Oriental Ave,5,../data/muharaf_prepared_resized/train/train_001637.png,2025-11-26T20:10:51,Sana
train_015738,Irrelevant / signature,,0.9333333333333332,تبلغت الياس جبر,ا,../data/muharaf_prepared_resized/train/train_015738.png,2025-11-26T20:11:02,Sana
train_016392,Irrelevant / signature,,0.9333333333333332,شاهد ميشال شماس,ا,../data/muharaf_prepared_resized/train/train_016392.png,2025-11-26T20:11:05,Sana
train_017994,Irrelevant / signature,,0.9333333333333332,مستمد دعاكم الخوري الياس ساسين,ال,../data/muharaf_prepared_resized/train/train_017994.png,2025-11-26T20:11:07,Sana
train_015985,Irrelevant / signature,,0.9305555555555556,داوود موسى دومط دوميط موسى دوميط واسعد وتوفيق وديبه هيلانه دوميط يوسف عن,ال ي ا,../data/muharaf_prepared_resized/train/train_015985.png,2025-11-26T20:11:16,Sana
train_009850,Irrelevant / non-text,,0.926829268292683,كنيسة مار جرجس القبيات - غوايا لجنة الوقف,ل ي,../data/muharaf_prepared_resized/train/train_009850.png,2025-11-26T20:11:21,Sana
train_001474,Script mismatch (non-Arabic),,0.9230769230769232,PHILADELPHIA.,BUSE,../data/muharaf_prepared_resized/train/train_001474.png,2025-11-26T20:11:26,Sana
train_016474,Irrelevant / signature,,0.9230769230769232,عضو حنون راشد,ع,../data/muharaf_prepared_resized/train/train_016474.png,2025-11-26T20:13:23,Sana
train_004675,Script mismatch (non-Arabic),,0.92,Il faut) une execution) -,Ho o,../data/muharaf_prepared_resized/train/train_004675.png,2025-11-26T20:13:32,Sana
train_017977,Segmentation error,,0.918918918918919,واصل لكم ضمن كتابي هذا صورة ولدي جوزف,ا ا,../data/muharaf_prepared_resized/train/train_017977.png,2025-11-26T20:13:44,Sana
train_015918,Irrelevant / signature,,0.9183673469387756,المقره بما فيه نجيبه زوجة فرحات مسَعود كسبار طرزا,ال ي,../data/muharaf_prepared_resized/train/train_015918.png,2025-11-26T20:13:50,Sana
train_012865,Irrelevant / non-text,,0.9166666666666666,الجمهوريّة اللبْنانيَة - وزارة الدَاخليّة محَافظة جبَل لبنان,ي ا ا,../data/muharaf_prepared_resized/train/train_012865.png,2025-11-26T20:13:52,Sana
train_016502,Irrelevant / non-text,,0.9166666666666666,رئيس لجنة مشاع سلعاتا اسطفان سلوم مامور فريد كرم,ل  ا,../data/muharaf_prepared_resized/train/train_016502.png,2025-11-26T20:13:54,Sana
train_008852,Irrelevant / signature,,0.9166666666666666,عبدالله ضاهر,ع,../data/muharaf_prepared_resized/train/train_008852.png,2025-11-26T20:13:57,Sana
train_014205,Irrelevant / signature,,0.9130434782608696,ىوسف طانيوس من الهلاليه,الو,../data/muharaf_prepared_resized/train/train_014205.png,2025-11-26T20:14:14,Sana
train_016718,Irrelevant / signature,,0.912280701754386,المقر بما فيه اصالة وولاية سابا جبرائيل نقولا كفور العربي,ال  ا,../data/muharaf_prepared_resized/train/train_016718.png,2025-11-26T20:14:36,Sana
train_007347,Script mismatch (non-Arabic),,0.9090909090909092,.    .    .,.,../data/muharaf_prepared_resized/train/train_007347.png,2025-11-26T20:14:42,Sana
train_010724,Script mismatch (non-Arabic),,0.9090909090909092,other story,Wo u,../data/muharaf_prepared_resized/train/train_010724.png,2025-11-26T20:14:48,Sana
train_000227,Irrelevant / non-text,,0.9090909090909092,قضاء كسروان,ووره,../data/muharaf_prepared_resized/train/train_000227.png,2025-11-26T20:14:55,Sana
train_013635,Irrelevant / signature,,0.9090909090909092,رىس ىلدية كفرشىما ىعوم دىب العارح,ي ر,../data/muharaf_prepared_resized/train/train_013635.png,2025-11-26T20:15:00,Sana
train_009227,Irrelevant / signature,,0.9090909090909092,الخوري الاسقفي  ارسانيوس الفاخوري,اخدي,../data/muharaf_prepared_resized/train/train_009227.png,2025-11-26T20:15:03,Sana
train_018375,Script mismatch (non-Arabic),,0.9090909090909092,Chey Housif,o,../data/muharaf_prepared_resized/train/train_018375.png,2025-11-26T20:15:13,Sana
train_014182,Segmentation error,,0.9090909090909092,1943/ عدد 1,١٣ ٣,../data/muharaf_prepared_resized/train/train_014182.png,2025-11-26T20:15:18,Sana
train_010671,Script mismatch (non-Arabic),,0.9090909090909092,514 West St,1,../data/muharaf_prepared_resized/train/train_010671.png,2025-11-26T20:15:24,Sana
train_013474,Irrelevant / signature,,0.90625,رىس بلدية كفرشيما ابراهىم الخىاط,ل ي,../data/muharaf_prepared_resized/train/train_013474.png,2025-11-26T20:16:18,Sana
train_016393,Irrelevant / signature,,0.9047619047619048,شاهد اسعد طنوس الشماس,ال ي,../data/muharaf_prepared_resized/train/train_016393.png,2025-11-26T20:16:20,Sana
train_010696,Script mismatch (non-Arabic),,0.9047619047619048,its a summer material,ma,../data/muharaf_prepared_resized/train/train_010696.png,2025-11-26T20:16:24,Sana
train_009190,Irrelevant / signature,,0.9032258064516128,الحورى انطون نعمان رئيس الديوان,س ري,../data/muharaf_prepared_resized/train/train_009190.png,2025-11-26T20:16:31,Sana
train_016717,Irrelevant / signature,,0.9019607843137256,المقر به وكاتب الوكيل الشرعي حنا سَابا جبرايل نقولا,الس ي,../data/muharaf_prepared_resized/train/train_016717.png,2025-11-26T20:16:36,Sana
train_014924,Valid but hard,,0.9017857142857144,باعث لتحرير ورقة اجيرنا ....حاضر ومحترف لرويد عبد الرحيم ولد مرحوم مشهد حسن .... دولت علية عالية ايران مقيم ....,ا الر م م ا,../data/muharaf_prepared_resized/train/train_014924.png,2025-11-26T20:16:55,Sana
train_010075,Irrelevant / signature,,0.9,نادر مخول نادر مخاىل,ال,../data/muharaf_prepared_resized/train/train_010075.png,2025-11-26T20:17:01,Sana
train_010685,Script mismatch (non-Arabic),,0.9,you called,o,../data/muharaf_prepared_resized/train/train_010685.png,2025-11-26T20:17:08,Sana
train_016596,Irrelevant / signature,,0.8978102189781022,اعضاء انطوان طربيه            شليطا الزين          حنا شاول منصور ضو                   حداد                                رئيس انطون حرب,الو          ن,../data/muharaf_prepared_resized/train/train_016596.png,2025-11-26T20:17:14,Sana
train_013495,Irrelevant / signature,,0.8947368421052632,عصو ىعوم دىب العارح,عضو,../data/muharaf_prepared_resized/train/train_013495.png,2025-11-26T20:17:16,Sana
train_018250,Segmentation error,,0.8947368421052632,Naja Frères Conakry,,../data/muharaf_prepared_resized/train/train_018250.png,2025-11-26T20:17:23,Sana
train_019502,Wrong transcription,,0.8947368421052632,الوطنية، السيادة القومية، الاستقلال ..,ل ا.,../data/muharaf_prepared_resized/train/train_019502.png,2025-11-26T20:17:34,Sana
train_000650,Orientation error,,0.8947368421052632,اللسان في شواذاتها،,ي ن,../data/muharaf_prepared_resized/train/train_000650.png,2025-11-26T20:17:39,Sana
train_005779,Script mismatch (non-Arabic),,0.8947368421052632,بالمنصورة MANSOURAH,رن B,../data/muharaf_prepared_resized/train/train_005779.png,2025-11-26T20:17:53,Sana
train_013488,Irrelevant / signature,,0.8947368421052632,عصو نعوم دىب القارح,عضو,../data/muharaf_prepared_resized/train/train_013488.png,2025-11-26T20:17:57,Sana
