ImageID,GroundTruth,Prediction,CER,WER
02032,ہے، بلوچستان طالبان کے لیے محفوظ پناہ گاہ نہیں اور نہ ہی,ہے، بلوچستان طالبان کے لیے محفوظ پناہ گاہ نہیں اور نہ ہی,0.0,0.0
09599,صرف وہاں نہیں پورے ملک کے عوام اور خاص کر معاشی حالات کو پہنچ,صرف وہاں نہیں پورے ملک کے عوام اور خاص کر معاشی حالات کو پہنچ,0.0,0.0
00318,میں رہا ہو چکے ہیں۔ پھر ہم کہتے ہیں کہ ہمارے,میں رہا ہو چکے ہیں۔ پھر ہم کہتے ہیں کہ ہمارے,0.0,0.0
03464,سے تھر تھر کانپ رہی تھی۔,سے تھر تھر کانپ رہی تھی۔,0.0,0.0
06447,دستی تھوپ کر جمہوری روایات کو پامال کرنے کی کوشش کی,دستی تھوپ کر جمہوری روایات کو پامال کرنے کی کوشش کی,0.0,0.0
07190,گیا تو اس وصف کا ایک آدمی مل گیا جو,گیا تو اس وصف کا ایک آدمی مل گیا جو,0.0,0.0
03650,گیا لے یاں سے کیسی کیسی حسرت,گیا لے یاں سے کیسی کیسی حسرت,0.0,0.0
01359,ہم نے لاکھوں انسانوں کا جو قتل عام کیا وہ ٹھیک تھا۔ مئی,ہم نے لاکھوں انسانوں کا جو قتل عام کیا وہ ٹھیک تھا۔ مئی,0.0,0.0
07487,اطمینان، غم اور خوشی کہ محسوس کرتی ہے،,اطمینان، غم اور خوشی کہ محسوس کرتی ہے،,0.0,0.0
01425,قدم رکھا ہے تب سے ایک مسئلہ اس کے حواس پر بھوت,قدم رکھا ہے تب سے ایک مسئلہ اس کے حواس پر بھوت,0.0,0.0
07738,کمانڈر خودکش بچوں کی بازار میں بکنے والی جنس کی,کمانڈر خودکش بچوں کی بازار میں بکنے والی جنس کی,0.0,0.0
04038,کہیں کیا با ہزار افسوس و غم ہم,کہیں کیا با ہزار افسوس و غم ہم,0.0,0.0
05716,ان خطوط اور نامہ و پیام کا بھی کیا وقت,ان خطوط اور نامہ و پیام کا بھی کیا وقت,0.0,0.0
07271,چنانچہ ملک الموت علیہ السلام اس کو لے,چنانچہ ملک الموت علیہ السلام اس کو لے,0.0,0.0
05353,جاتے ہیں۔ سرکاری ادارے اس الیکٹرونک کوڑے سے ہونے والی,جاتے ہیں۔ سرکاری ادارے اس الیکٹرونک کوڑے سے ہونے والی,0.0,0.0
08188,مردان ہاؤس کراچی میں ان کی طرف سے دی گئی,مردان ہاؤس کراچی میں ان کی طرف سے دی گئی,0.0,0.0
09050,میں جکڑی ہوئی ہے حالیہ بجٹ میں سب سے زیادہ,میں جکڑی ہوئی ہے حالیہ بجٹ میں سب سے زیادہ,0.0,0.0
01612,کئی شہروں میں کالجوں اور سکولوں کے طلباء اور طالبات,کئی شہروں میں کالجوں اور سکولوں کے طلباء اور طالبات,0.0,0.0
08025,درد کو ہم بہتر طور پر سمجھتے ہیں کیونکہ کشمیری,درد کو ہم بہتر طور پر سمجھتے ہیں کیونکہ کشمیری,0.0,0.0
00189,گروپوں نے مرکزی شاہراہوں پر قبضہ کر رکھا ہے اور ہر,گروپوں نے مرکزی شاہراہوں پر قبضہ کر رکھا ہے اور ہر,0.0,0.0
10124,طور پر متحرک' صنعتی طور پر ترقی یافتہ اور علم,طور پر متحرک' صنعتی طور پر ترقی یافتہ اور علم,0.0,0.0
01619,ہے جیسا کہ الیکشن کمیشن کی رپورٹ میں دھاندلی کی سازش,ہے جیسا کہ الیکشن کمیشن کی رپورٹ میں دھاندلی کی سازش,0.0,0.0
05674,قسم کی آفات سے بچنے کی تیاری نہیں کر سکے بھلے طبی لحاظ سے,قسم کی آفات سے بچنے کی تیاری نہیں کر سکے بھلے طبی لحاظ سے,0.0,0.0
05159,کر دیا کیا ترے ابرو نے اشارہ قاتل,کر دیا کیا ترے ابرو نے اشارہ قاتل,0.0,0.0
04094,گذر موج جب نہ تب دیکھا,گذر موج جب نہ تب دیکھا,0.0,0.0
09524,اب مشکل نہیں رہا کہ پاکستان درست سمت میں راغب,اب مشکل نہیں رہا کہ پاکستان درست سمت میں راغب,0.0,0.0
09331,کی سوچ سے پوری ہو جاتی ہے۔ اخراجات اور آمدن کا فرق,کی سوچ سے پوری ہو جاتی ہے۔ اخراجات اور آمدن کا فرق,0.0,0.0
05934,والے بالترتیب نائب صدر اور سیکرٹری منتخب ہوتے ہیں اور,والے بالترتیب نائب صدر اور سیکرٹری منتخب ہوتے ہیں اور,0.0,0.0
05054,خوش کی ہماری یہ بے ردائی,خوش کی ہماری یہ بے ردائی,0.0,0.0
08432,لگتے ہیں اور دوسروں کے ادر بھی ادائے,لگتے ہیں اور دوسروں کے ادر بھی ادائے,0.0,0.0
09920,ہے کہ موجودہ حکومت کسان دوست حکومت ہے اور ملکی,ہے کہ موجودہ حکومت کسان دوست حکومت ہے اور ملکی,0.0,0.0
04624,نے دھڑکتے ہوئے دل سے پوچھا۔ مگر یہ پھوڑے کیوں نکلتے ہیں,نے دھڑکتے ہوئے دل سے پوچھا۔ مگر یہ پھوڑے کیوں نکلتے ہیں,0.0,0.0
02171,عالمی دہشت گردی میں اپنے مبینہ کردار کو درست کرنے,عالمی دہشت گردی میں اپنے مبینہ کردار کو درست کرنے,0.0,0.0
04479,تلاش گنج میں جو سامنے ویرانہ آتا ہے,تلاش گنج میں جو سامنے ویرانہ آتا ہے,0.0,0.0
09743,سنٹرز اور ہوسٹلوں کا قیام شامل ہے۔,سنٹرز اور ہوسٹلوں کا قیام شامل ہے۔,0.0,0.0
04826,شہنشاہیت کے علاوہ جس کے پہلو میں ایک عظیم الشان آرٹسٹ,شہنشاہیت کے علاوہ جس کے پہلو میں ایک عظیم الشان آرٹسٹ,0.0,0.0
01835,کے نقشے نہیں ملے کیونکہ انہوں نے خود نائن زیرو,کے نقشے نہیں ملے کیونکہ انہوں نے خود نائن زیرو,0.0,0.0
04179,سے پیش آیا۔ وہ اس سے بھی متاثر ہوئی۔,سے پیش آیا۔ وہ اس سے بھی متاثر ہوئی۔,0.0,0.0
02094,جائے تو قابل تجدید اور ناقابل تجدید توانائی کے ذرائع,جائے تو قابل تجدید اور ناقابل تجدید توانائی کے ذرائع,0.0,0.0
04960,سٹیشن کے اسٹڈیوز میں ہوتی ہے جب یہ کمرے خالی,سٹیشن کے اسٹڈیوز میں ہوتی ہے جب یہ کمرے خالی,0.0,0.0
04279,یہ شرف کس میں جمع ہوتے ہیں,یہ شرف کس میں جمع ہوتے ہیں,0.0,0.0
09760,آتے ہیں لیکن اگر ان کو وہ جائے نماز کم پڑ جائیں تو,آتے ہیں لیکن اگر ان کو وہ جائے نماز کم پڑ جائیں تو,0.0,0.0
06509,اور موت کے تجربات یا فینٹازی کی اصلیت اور اس پر تبصرہ کرنے والوں,اور موت کے تجربات یا فینٹازی کی اصلیت اور اس پر تبصرہ کرنے والوں,0.0,0.0
03361,آن پہنچا ہے ہم سیاسی لوگ ہیں جس وجہ سے ہم,آن پہنچا ہے ہم سیاسی لوگ ہیں جس وجہ سے ہم,0.0,0.0
04340,ذوق تسلیم تمنا سے بہ گلزار حضور,ذوق تسلیم تمنا سے بہ گلزار حضور,0.0,0.0
00220,شاعر کے بارے میں بھی اس کی رائے تبدیل ہو جاتی ہے۔ عزیزی,شاعر کے بارے میں بھی اس کی رائے تبدیل ہو جاتی ہے۔ عزیزی,0.0,0.0
05565,اس کا شمار چوٹی پر تھا۔ ان تمام اعداد و,اس کا شمار چوٹی پر تھا۔ ان تمام اعداد و,0.0,0.0
04239,زرد تھا۔ ایسا معلوم ہوتا تھا کہ موت سے مڈبھیڑ,زرد تھا۔ ایسا معلوم ہوتا تھا کہ موت سے مڈبھیڑ,0.0,0.0
03827,بچار کی۔ نتیجہ یہ ہوا کہ لڑکی والے تنگ آگئے۔ وہ چاہتے تھے,بچار کی۔ نتیجہ یہ ہوا کہ لڑکی والے تنگ آگئے۔ وہ چاہتے تھے,0.0,0.0
05226,بہت سے بھارتیوں کو اس بنیادی معلومات تک بھی رسائی حاصل نہیں ہے جو,بہت سے بھارتیوں کو اس بنیادی معلومات تک بھی رسائی حاصل نہیں ہے جو,0.0,0.0
02656,بندھن میں باندھ رکھا ہے۔ پاکستان کے ہر فرد کو حالات,بندھن میں باندھ رکھا ہے۔ پاکستان کے ہر فرد کو حالات,0.0,0.0
09436,تمام مسائل کے فوری حل اور ملکی برآمدات کے تحفظ اور,تمام مسائل کے فوری حل اور ملکی برآمدات کے تحفظ اور,0.0,0.0
07464,خطاب کرتے ہوئے میں نے واضح کیا تھا کہ سائنس اور مذہب,خطاب کرتے ہوئے میں نے واضح کیا تھا کہ سائنس اور مذہب,0.0,0.0
05646,آزادی کی جنگ لڑنے والے انقلابی برطانوی کمیونیکشن کو ٹھپ کرنے,آزادی کی جنگ لڑنے والے انقلابی برطانوی کمیونیکشن کو ٹھپ کرنے,0.0,0.0
04050,معلوم ہوتا ہے کہ میں اس سے ملنے سے پہلے ہی,معلوم ہوتا ہے کہ میں اس سے ملنے سے پہلے ہی,0.0,0.0
02730,سے دریغ نہیں کرے گی لیکن پاکستانی حکومت کو چاہئے,سے دریغ نہیں کرے گی لیکن پاکستانی حکومت کو چاہئے,0.0,0.0
10032,کمی پر اس کا کوئی اثر نہیں پڑا۔,کمی پر اس کا کوئی اثر نہیں پڑا۔,0.0,0.0
04496,دیکھ کر جنس دل وہ کہتے ہیں,دیکھ کر جنس دل وہ کہتے ہیں,0.0,0.0
03324,جانب آج واشنگٹن میں 7 بڑے صنعتی ممالک کے وزرائے خزانہ,جانب آج واشنگٹن میں 7 بڑے صنعتی ممالک کے وزرائے خزانہ,0.0,0.0
07596,گیا تو دس نمازیں اور کم کر دی گئیں پھر میں,گیا تو دس نمازیں اور کم کر دی گئیں پھر میں,0.0,0.0
04292,ساتھ اچرج ہے زلف و شانے کا,ساتھ اچرج ہے زلف و شانے کا,0.0,0.0
05713,منٹ صرف ہوتے ہیں جبکہ وہی سوال یا عمل ایک بچہ تین منٹ میں,منٹ صرف ہوتے ہیں جبکہ وہی سوال یا عمل ایک بچہ تین منٹ میں,0.0,0.0
10398,اضافی رقم کی وصولی ہو سکتی ہے اسکے ساتھ مرکزی,اضافی رقم کی وصولی ہو سکتی ہے اسکے ساتھ مرکزی,0.0,0.0
07083,عمر فدائی نامی اس چودہ سالہ حملہ آور نے بے گناہ شہریوں کو قتل کرنے,عمر فدائی نامی اس چودہ سالہ حملہ آور نے بے گناہ شہریوں کو قتل کرنے,0.0,0.0
07158,سچ اتنی خوبصورتی اور جرات سے بولا ہے کہ ہر,سچ اتنی خوبصورتی اور جرات سے بولا ہے کہ ہر,0.0,0.0
01680,واسطہ نہیں پڑا۔ ان کے لبوں سے انقلاب کی باتیں زیادہ جچتی,واسطہ نہیں پڑا۔ ان کے لبوں سے انقلاب کی باتیں زیادہ جچتی,0.0,0.0
04013,عرصے کے لئے کھو گئے۔ اس سے گو آپ رنڈیوں,عرصے کے لئے کھو گئے۔ اس سے گو آپ رنڈیوں,0.0,0.0
00008,کو ترقی یا تہذیب کا معیار نہیں مانتا۔چند ایک کی مثالیں تفریح طبع کے,کو ترقی یا تہذیب کا معیار نہیں مانتا۔چند ایک کی مثالیں تفریح طبع کے,0.0,0.0
02355,کے موقع پر ہونے والی دھکم پیل جماعت اسلامی کے,کے موقع پر ہونے والی دھکم پیل جماعت اسلامی کے,0.0,0.0
04519,پوچھے ملا سے جسے کرنا ہو سجدہ سہو کا,پوچھے ملا سے جسے کرنا ہو سجدہ سہو کا,0.0,0.0
09579,ضیاں ہے اور ناکام اسکیم قرار دیتے ہوئے کہا تھا کہ اس,ضیاں ہے اور ناکام اسکیم قرار دیتے ہوئے کہا تھا کہ اس,0.0,0.0
07900,ہے کہ اس مبینہ خط میں ایم کیو ایم کے,ہے کہ اس مبینہ خط میں ایم کیو ایم کے,0.0,0.0
04707,ناؤ بھر کر جہاں ڈبونی تھی,ناؤ بھر کر جہاں ڈبونی تھی,0.0,0.0
07277,پر کوئی ملامت نہیں ہے اور (خرچ کے سلسلہ,پر کوئی ملامت نہیں ہے اور (خرچ کے سلسلہ,0.0,0.0
07331,عمارتیں ہیں۔ ان کے نیچے نہریں بہہ رہی,عمارتیں ہیں۔ ان کے نیچے نہریں بہہ رہی,0.0,0.0
04184,گیا جی بے سبب ہے دوست ہے دوست,گیا جی بے سبب ہے دوست ہے دوست,0.0,0.0
00225,والی پہلی سیاسی پارٹی جماعت اسلامی تھی کہ اس کے,والی پہلی سیاسی پارٹی جماعت اسلامی تھی کہ اس کے,0.0,0.0
01778,میر کی خدمت میں حاضر تھا، جب لاہور کے معروف,میر کی خدمت میں حاضر تھا، جب لاہور کے معروف,0.0,0.0
04574,شمشیر اس بھواں کے سیں گھائل ہوا ہوں میں,شمشیر اس بھواں کے سیں گھائل ہوا ہوں میں,0.0,0.0
10057,نمایاں کمی اور زرعی قرضوں پر شرح سود میں نمایاں کمی جیسے,نمایاں کمی اور زرعی قرضوں پر شرح سود میں نمایاں کمی جیسے,0.0,0.0
08195,ہونا اور زبان سے ان کا اعتراف نہ کرنا,ہونا اور زبان سے ان کا اعتراف نہ کرنا,0.0,0.0
03338,کراچی کے نائب ڈاکٹر ڈاکٹر ایس ایم حسین، مخدوم احمد شاہ و دیگر,کراچی کے نائب ڈاکٹر ڈاکٹر ایس ایم حسین، مخدوم احمد شاہ و دیگر,0.0,0.0
03748,ہم تو قفس میں آن کے خاموش ہو رہے,ہم تو قفس میں آن کے خاموش ہو رہے,0.0,0.0
06139,کیا گیا اور جس کا تقریباً ایک سال تک اس کا اثر,کیا گیا اور جس کا تقریباً ایک سال تک اس کا اثر,0.0,0.0
07635,کیا جو تم سے پہلے گزر چکے ہیں۔ بخل ہی کی,کیا جو تم سے پہلے گزر چکے ہیں۔ بخل ہی کی,0.0,0.0
07130,کا مشورہ دیا جبکہ یہ بات بھی طے پائی کہ,کا مشورہ دیا جبکہ یہ بات بھی طے پائی کہ,0.0,0.0
10168,بیرون ملک جانے کے سوال پر وزیر خزانہ نے بتایا ہے کہ پاکستان معلومات,بیرون ملک جانے کے سوال پر وزیر خزانہ نے بتایا ہے کہ پاکستان معلومات,0.0,0.0
08208,اعمال صالحہ کرنے سے اور نواہی سے بچنے سے اللہ کا قرب,اعمال صالحہ کرنے سے اور نواہی سے بچنے سے اللہ کا قرب,0.0,0.0
03906,کی آنکھیں اشکبار تھیں اور وہ زار و قطار رو رہا تھا,کی آنکھیں اشکبار تھیں اور وہ زار و قطار رو رہا تھا,0.0,0.0
07451,ملک پورے عرب پر بھاری ہے۔ امریکہ اور اسرائیل جب چاہے,ملک پورے عرب پر بھاری ہے۔ امریکہ اور اسرائیل جب چاہے,0.0,0.0
09066,میں انشورنس اور ہنگامی تعاون کے بغیر کسان بے بس,میں انشورنس اور ہنگامی تعاون کے بغیر کسان بے بس,0.0,0.0
06008,ہر سال اضافہ کرتے چلے جا رہے ہیں جس سے,ہر سال اضافہ کرتے چلے جا رہے ہیں جس سے,0.0,0.0
03795,مارے بھی پڑا کرتے ہیں سردار حسینا,مارے بھی پڑا کرتے ہیں سردار حسینا,0.0,0.0
09781,بجٹ پیش کردیا ہے شیڈو بجٹ میں اگلے تین سال کے پارلیمانی سالوں میں,بجٹ پیش کردیا ہے شیڈو بجٹ میں اگلے تین سال کے پارلیمانی سالوں میں,0.0,0.0
09657,نہایت حوصلہ افزاء ہے۔ پاکستانی روپے کی قدر میں بھی ایک سال,نہایت حوصلہ افزاء ہے۔ پاکستانی روپے کی قدر میں بھی ایک سال,0.0,0.0
08661,ہے کہ لوگ اپنے سارے کام رمضان کے بعد پر رکھ,ہے کہ لوگ اپنے سارے کام رمضان کے بعد پر رکھ,0.0,0.0
04672,نے یہ پینتیسویں مرتبہ میرا گلا گھونٹا ہے۔ میں بات,نے یہ پینتیسویں مرتبہ میرا گلا گھونٹا ہے۔ میں بات,0.0,0.0
03797,مرے ہیں اور کون مرے ہیں,مرے ہیں اور کون مرے ہیں,0.0,0.0
08883,ہوئے یہ ایک اچھا فیصلہ تھا مگر شعیب ملک نے اس,ہوئے یہ ایک اچھا فیصلہ تھا مگر شعیب ملک نے اس,0.0,0.0
02935,اسے عام زبان میں کمر بندی رشتہ بھی کہتے ہیں۔ یہ شادی، بیاہ کا رشتہ,اسے عام زبان میں کمر بندی رشتہ بھی کہتے ہیں۔ یہ شادی، بیاہ کا رشتہ,0.0,0.0
04404,نشے میں ہوش کسے جو گنے حساب کرے,نشے میں ہوش کسے جو گنے حساب کرے,0.0,0.0
02738,اشفاق پرویز کیانی چین کے سرکاری دورے پر بیجنگ پہنچ گئے,اشفاق پرویز کیانی چین کے سرکاری دورے پر بیجنگ پہنچ گئے,0.0,0.0
09566,کی تجویز پیش کی گئی ہے۔ ضرورت اس امر کی,کی تجویز پیش کی گئی ہے۔ ضرورت اس امر کی,0.0,0.0
02325,کیونکہ خود انکی تقدیر بھی ان سے روٹھ گئی تھی۔,کیونکہ خود انکی تقدیر بھی ان سے روٹھ گئی تھی۔,0.0,0.0
02183,ناکامی کے بعد جیلوں میں اسیر افراد بھی شامل ہوں,ناکامی کے بعد جیلوں میں اسیر افراد بھی شامل ہوں,0.0,0.0
06560,خون رنگ چاند سامنے آیا تو ہزاروں سال کی حدود کے بعد,خون رنگ چاند سامنے آیا تو ہزاروں سال کی حدود کے بعد,0.0,0.0
00866,طبع کا نتیجہ تھا۔ ڈھائی تین سو سال پہلے تک,طبع کا نتیجہ تھا۔ ڈھائی تین سو سال پہلے تک,0.0,0.0
10088,نوازشریف کو ان تمام معاملات میں مشاورت کرکے انقلابی فیصلے کرنے,نوازشریف کو ان تمام معاملات میں مشاورت کرکے انقلابی فیصلے کرنے,0.0,0.0
08845,پر بھی رپورٹ تیار کرے گی اور اس کی رپورٹ,پر بھی رپورٹ تیار کرے گی اور اس کی رپورٹ,0.0,0.0
01807,کہا جاتا ہے کہ امریکہ ہماری جمہوریت کے تحفظ کے لئے یہ سب کچھ کر,کہا جاتا ہے کہ امریکہ ہماری جمہوریت کے تحفظ کے لئے یہ سب کچھ کر,0.0,0.0
04375,آپ کو یوں مہنگی پڑتی ہے۔ پوری بوتل لے جائیے۔ اس میں,آپ کو یوں مہنگی پڑتی ہے۔ پوری بوتل لے جائیے۔ اس میں,0.0,0.0
06982,لئے اس کے ساتھ چلے اور وہ یہ جانتا ہو کہ,لئے اس کے ساتھ چلے اور وہ یہ جانتا ہو کہ,0.0,0.0
03929,گڑی ہوئی دولتیں میسر آئیں گی، ان کی تصویر کشی,گڑی ہوئی دولتیں میسر آئیں گی، ان کی تصویر کشی,0.0,0.0
