ImageID,Label,Notes,CER,GroundTruth,Prediction,ImagePath,Timestamp,Reviewer
PHTI-DM-F-0003-2,Orientation error,,0.8421052631578947,دوي کليزه مشاعرې او مقابلې خامخا جوړېد,د  ه ده ا,../data/phti_valid_prepared/train/PHTI-DM-F-0003-2.png,2025-12-25T15:15:13,Sana
PHTI-SI-F-0246-6,Wrong transcription,,0.8333333333333334,ښتونخوا کښې که څوک لر ځي,پختوانخوا کښې که څوکړلر ځي او ته خو ک برځي,../data/phti_valid_prepared/train/PHTI-SI-F-0246-6.png,2025-12-25T15:15:51,Sana
PHTI-DM-F-0001-7,Orientation error,,0.825,عزت مآب اصف محمود صېب په  درنۀ او سپېځلې,د د     ي,../data/phti_valid_prepared/train/PHTI-DM-F-0001-7.png,2025-12-25T15:16:04,Sana
PHTI-AW-F-0176-8,Orientation error,,0.8235294117647058,دا دې شړنګ دے د بنګړو او که جرس دے,د ک    ي,../data/phti_valid_prepared/train/PHTI-AW-F-0176-8.png,2025-12-25T15:16:10,Sana
PHTI-AW-F-0157-4,Orientation error,,0.8222222222222222,نور مې هيڅ هم نۀ دي پکار خو سرۀ جوړه به راوړې,د      د  ي,../data/phti_valid_prepared/train/PHTI-AW-F-0157-4.png,2025-12-25T15:16:13,Sana
PHTI-AW-F-0176-9,Orientation error,,0.8214285714285714,قافله مې د ارمان ساتي بېداره,د    ده  ي,../data/phti_valid_prepared/train/PHTI-AW-F-0176-9.png,2025-12-25T15:16:16,Sana
PHTI-AW-F-0185-10,Wrong transcription,,0.8205128205128205,دۀ په تش لاس د جنګ آغاز وکړو او وئې ګټو,بې صداقته نشو له هره چاره سپوره سپوره,../data/phti_valid_prepared/train/PHTI-AW-F-0185-10.png,2025-12-25T15:16:25,Sana
PHTI-AW-F-0188-7,Orientation error,,0.8181818181818182,په دې غرونو چې باران ښکاري چاپېره,د      ي,../data/phti_valid_prepared/train/PHTI-AW-F-0188-7.png,2025-12-25T15:16:30,Sana
PHTI-AW-F-0173-8,Orientation error,,0.8148148148148148,هډو پروا د نام و ننګ نۀ لرې,ده ک ه  ه ي,../data/phti_valid_prepared/train/PHTI-AW-F-0173-8.png,2025-12-25T15:16:34,Sana
PHTI-AW-F-0184-5,Orientation error,,0.8125,ستا د حُسن اباسين ته چې ور دانګې,د  ې   ي,../data/phti_valid_prepared/train/PHTI-AW-F-0184-5.png,2025-12-25T15:16:37,Sana
PHTI-ST-M-0030-10,Wrong transcription,,0.8076923076923077,عمل اودرولو دپاره دلته هم دَ سرکاري افسرانو په ذريعه,پخوانی مراعات يافته طبعه په اقدار کښې راويستې شوهـ,../data/phti_valid_prepared/train/PHTI-ST-M-0030-10.png,2025-12-25T15:16:52,Sana
PHTI-AW-F-0169-9,Orientation error,,0.8055555555555556,عمر له د خپلو ولولو په مينځ کښې وسوم,ده ک پ  کي,../data/phti_valid_prepared/train/PHTI-AW-F-0169-9.png,2025-12-25T15:16:56,Sana
PHTI-SP-M-0070-12,Wrong transcription,,0.8055555555555556,ته د غازيانو کور ئې،د شهيدانو کور ئې,تۀ زما روح ئې زما تن زما جانان وطنه,../data/phti_valid_prepared/train/PHTI-SP-M-0070-12.png,2025-12-25T15:17:07,Sana
PHTI-DM-F-0005-2,Orientation error,,0.8043478260869565,"وباره کښې د خوږ نبی  ارشاد دے.""اے ايماندارو په",د کې د د ا,../data/phti_valid_prepared/train/PHTI-DM-F-0005-2.png,2025-12-25T15:17:18,Sana
PHTI-AW-F-0196-2,Orientation error,,0.8,په وړو وړو خبرو خوشحاليږي,د   ک ک کې ي,../data/phti_valid_prepared/train/PHTI-AW-F-0196-2.png,2025-12-25T15:18:16,Sana
PHTI-AW-F-0157-5,Orientation error,,0.8,په ما پسې به د سپين ږيرو ننواتې کوې,د د  ک    ي,../data/phti_valid_prepared/train/PHTI-AW-F-0157-5.png,2025-12-25T15:18:20,Sana
PHTI-AW-F-0169-7,Orientation error,,0.8,زۀ په انجام د خپل تنکي تنکي ارمان ويرېږم,د  ه که ه   ي,../data/phti_valid_prepared/train/PHTI-AW-F-0169-7.png,2025-12-25T15:18:27,Sana
PHTI-AW-F-0183-5,Orientation error,,0.8,نۀ پوهېږمه چې ولې په غورځنګ دے,د   ه د  ي,../data/phti_valid_prepared/train/PHTI-AW-F-0183-5.png,2025-12-25T15:18:48,Sana
PHTI-PL-F-0037-8,Segmentation error,,0.8,اسان شوے او تاثيرات ئې زيات شوي دي، په مينه او محبت کښې,چې رعمان بابا کومه پاکي اچولې ده، په پښتو کښې ئې سادے نه,../data/phti_valid_prepared/train/PHTI-PL-F-0037-8.png,2025-12-25T15:18:59,Sana
PHTI-AW-F-0169-1,Orientation error,,0.7948717948717948,اوس په وجود د ټول عظيم پښتونستان ويرېږم,د    ک  ه  ک ي,../data/phti_valid_prepared/train/PHTI-AW-F-0169-1.png,2025-12-25T15:19:10,Sana
PHTI-AW-F-0186-3,Orientation error,,0.7878787878787878,په کربلا کښې بلاکر د ارمانونو شوے,د  ه ه کې   ي,../data/phti_valid_prepared/train/PHTI-AW-F-0186-3.png,2025-12-25T15:19:20,Sana
PHTI-DM-F-0001-4,Orientation error,,0.78125,دوامدارې سلسلې شرف ورته حاصل دے.,د ې ه   ي,../data/phti_valid_prepared/train/PHTI-DM-F-0001-4.png,2025-12-25T15:19:27,Sana
PHTI-AW-F-0188-2,Orientation error,,0.78125,ارمان مې دا دے چې ارمان مې نۀ وے,ده   که   ي,../data/phti_valid_prepared/train/PHTI-AW-F-0188-2.png,2025-12-25T15:19:31,Sana
PHTI-AW-F-0169-5,Orientation error,,0.7804878048780488,بيامې د سترګو په کندي کښې سوکړه ماته شوله,د    ه   ګ ه,../data/phti_valid_prepared/train/PHTI-AW-F-0169-5.png,2025-12-25T15:19:36,Sana
PHTI-AW-F-0184-7,Orientation error,,0.7777777777777778,ګرځم تاله د سر سېورے لټوومه,د  د که ک   کي,../data/phti_valid_prepared/train/PHTI-AW-F-0184-7.png,2025-12-25T15:19:39,Sana
PHTI-AW-F-0181-11,Orientation error,,0.7777777777777778,پنزېب په چغو ژړا اوکړه مېخَکي مات شو,د   ه      ي,../data/phti_valid_prepared/train/PHTI-AW-F-0181-11.png,2025-12-25T15:19:42,Sana
PHTI-AW-F-0186-2,Orientation error,,0.775,اوس د وختونو د سوکړې پکښې څۀ کار پاتې شو,د   ه د   د  ي,../data/phti_valid_prepared/train/PHTI-AW-F-0186-2.png,2025-12-25T15:19:48,Sana
PHTI-DM-F-0001-11,Orientation error,,0.775,حماد بک سنټر مير افضل خان مارکيټ بټ خيله,په ه    که په ه,../data/phti_valid_prepared/train/PHTI-DM-F-0001-11.png,2025-12-25T15:19:53,Sana
PHTI-AW-F-0196-6,Orientation error,,0.7741935483870968,چې دخپلې مينې زور چاته معلوم دے,د  ې  کې   ي,../data/phti_valid_prepared/train/PHTI-AW-F-0196-6.png,2025-12-25T15:19:54,Sana
PHTI-AW-F-0176-2,Orientation error,,0.7741935483870968,محبته! ډېر خواږۀ مې در پېرزو شي,د ک  ک   که ي,../data/phti_valid_prepared/train/PHTI-AW-F-0176-2.png,2025-12-25T15:19:57,Sana
PHTI-AW-F-0184-6,Orientation error,,0.7741935483870968,وطن هم زما د زړۀ په شانې ړنګ دے,د   کې د  کي,../data/phti_valid_prepared/train/PHTI-AW-F-0184-6.png,2025-12-25T15:20:23,Sana
PHTI-RS-M-0002-4,Wrong transcription,,0.7741935483870968,عقل مدام ده ټسولې فلسفه ده پوهې,عشق همېشه ده جوړه کړې ده جنون تماشه,../data/phti_valid_prepared/train/PHTI-RS-M-0002-4.png,2025-12-25T15:20:31,Sana
PHTI-AW-F-0157-3,Orientation error,,0.7692307692307693,لږه نکريزه، څو بنګړي او دنداسه به راوړې,د ده  ه    ه ي,../data/phti_valid_prepared/train/PHTI-AW-F-0157-3.png,2025-12-25T15:20:39,Sana
PHTI-AW-F-0169-3,Orientation error,,0.7692307692307693,رانه ئې ونۀ خوري دردونه په درمان ويرېږم,د که   دې  ک ي,../data/phti_valid_prepared/train/PHTI-AW-F-0169-3.png,2025-12-25T15:20:41,Sana
PHTI-AW-F-0173-7,Orientation error,,0.7666666666666667,هاله به پوﻫ شې د سپرلي په خوږو,د د که ده   ه,../data/phti_valid_prepared/train/PHTI-AW-F-0173-7.png,2025-12-25T15:20:49,Sana
PHTI-AW-F-0196-3,Orientation error,,0.7666666666666667,د دې دور بنيادم څومره مظلوم دے,د   پ خ  ي,../data/phti_valid_prepared/train/PHTI-AW-F-0196-3.png,2025-12-25T15:20:53,Sana
PHTI-DM-F-0001-1,Orientation error,,0.7647058823529411,ډاکټر علي خېل درياب د مدينې يادونه,د د  کې    که,../data/phti_valid_prepared/train/PHTI-DM-F-0001-1.png,2025-12-25T15:20:55,Sana
PHTI-AW-F-0188-9,Orientation error,,0.7647058823529411,دا چې ګل غوندې ځوانان ښکاري چاپېره,د   ک ه  ې ي,../data/phti_valid_prepared/train/PHTI-AW-F-0188-9.png,2025-12-25T15:20:57,Sana
PHTI-AW-F-0157-2,Orientation error,,0.7647058823529411,ګله که ته هوس پرست ئې وجودونه ګورې,د   د  که ګ ي,../data/phti_valid_prepared/train/PHTI-AW-F-0157-2.png,2025-12-25T15:21:01,Sana
PHTI-AW-F-0169-10,Orientation error,,0.7619047619047619,ګونګ شومه په ژبه په شته خُله کښې بې اظهاره,د ه د که ک   ه پ,../data/phti_valid_prepared/train/PHTI-AW-F-0169-10.png,2025-12-25T15:21:08,Sana
PHTI-AW-F-0188-5,Orientation error,,0.7586206896551724,اباسين راته روان ښکاري چاپېره,د   ک   ې ه,../data/phti_valid_prepared/train/PHTI-AW-F-0188-5.png,2025-12-25T15:21:09,Sana
PHTI-AW-F-0176-4,Orientation error,,0.7586206896551724,محبت خو په دنيا کښې د طاوس دے,د  ه  که ي,../data/phti_valid_prepared/train/PHTI-AW-F-0176-4.png,2025-12-25T15:21:11,Sana
PHTI-AW-F-0174-10,Orientation error,,0.7586206896551724,د درد د څړيکو څۀ نامې نۀ راځي,د پ  د  ي,../data/phti_valid_prepared/train/PHTI-AW-F-0174-10.png,2025-12-25T15:21:18,Sana
PHTI-AW-F-0186-4,Orientation error,,0.7575757575757576,دغه مرام په حق پرستو ايمانونو شوے,د  ده پ  ده ک  ي,../data/phti_valid_prepared/train/PHTI-AW-F-0186-4.png,2025-12-25T15:21:26,Sana
PHTI-AW-F-0196-9,Orientation error,,0.7575757575757576,ما له خو هم د محبت چلونه ټول راځي,د ه که   ي,../data/phti_valid_prepared/train/PHTI-AW-F-0196-9.png,2025-12-25T15:21:28,Sana
PHTI-AW-F-0157-8,Orientation error,,0.75,ستا ښائستونه مې په شونډو زلزلې راولي,د ک که که ه    د ي,../data/phti_valid_prepared/train/PHTI-AW-F-0157-8.png,2025-12-25T15:21:30,Sana
PHTI-AW-F-0183-2,Orientation error,,0.75,خدايه! ستا په دې څلور قونجه دنيا کښې,ده د ې  پ ه ه,../data/phti_valid_prepared/train/PHTI-AW-F-0183-2.png,2025-12-25T15:21:32,Sana
PHTI-AW-F-0174-4,Orientation error,,0.75,ژوند د اوښکو سمندر کښې داسې سوزي,د ه د ده ه ي,../data/phti_valid_prepared/train/PHTI-AW-F-0174-4.png,2025-12-25T15:21:49,Sana
PHTI-AW-F-0174-7,Orientation error,,0.75,د اباسين چې څۀ زړۀ غواړي کوي,د  کې پ ې ه,../data/phti_valid_prepared/train/PHTI-AW-F-0174-7.png,2025-12-25T15:21:54,Sana
PHTI-KT-M-0241-2,Wrong transcription,,0.75,يوه داسې معاشره چرته قبائليت موجود دے او که حکومت او,وې هم خو په هر ځائې او هر اړخ پاندلې د حکومت ائين اور,../data/phti_valid_prepared/train/PHTI-KT-M-0241-2.png,2025-12-25T15:22:09,Sana
PHTI-AW-F-0171-10,Orientation error,,0.75,ناظر پخپله داسې دے لکه غزل د غزل,د په   دې  ي,../data/phti_valid_prepared/train/PHTI-AW-F-0171-10.png,2025-12-25T15:22:13,Sana
PHTI-AW-F-0157-1,Orientation error,,0.75,بيا دلته څۀ کړې ښار ته لاړ شه بازارونه ډک دي,د ه   د   ک ک    ه,../data/phti_valid_prepared/train/PHTI-AW-F-0157-1.png,2025-12-25T15:22:16,Sana
PHTI-AW-F-0157-11,Orientation error,,0.75,سپينه سپوږمۍ يمه چې لاس به دې را ونۀ رسي,د  دې ده  ده ک ک ه ه,../data/phti_valid_prepared/train/PHTI-AW-F-0157-11.png,2025-12-25T15:22:17,Sana
PHTI-AW-F-0121-4,Wrong transcription,,0.7444444444444445,يا سَر غواړمه يا سَر قربانوومهيا سَر غواړمه يا سَر قربانوومهيا سَر غواړمه يا سَر قربانوومه,ا غواړمه ياسرمربانو ومه,../data/phti_valid_prepared/train/PHTI-AW-F-0121-4.png,2025-12-25T15:22:46,Sana
PHTI-AW-F-0186-7,Orientation error,,0.7435897435897436,نۀ ښکته کيږئ په يو حال کښې پښتانۀ سرونه,د ک  ک      ي,../data/phti_valid_prepared/train/PHTI-AW-F-0186-7.png,2025-12-25T15:22:50,Sana
PHTI-AW-F-0184-1,Orientation error,,0.7435897435897436,روح چې پرواز کوي په حق پسې له خپله کوره,د  ه  ې  ه  ي,../data/phti_valid_prepared/train/PHTI-AW-F-0184-1.png,2025-12-25T15:22:53,Sana
PHTI-AW-F-0196-10,Orientation error,,0.7428571428571429,ته که په خپلو اداګانو باندې فخر کوې,د په  د ک  که ي,../data/phti_valid_prepared/train/PHTI-AW-F-0196-10.png,2025-12-25T15:22:54,Sana
PHTI-AW-F-0181-6,Orientation error,,0.7428571428571429,هغه قيامت هغه دوزخ زما نه نۀ هېريږي,د ده  د که ده  که,../data/phti_valid_prepared/train/PHTI-AW-F-0181-6.png,2025-12-25T15:22:57,Sana
PHTI-PT-M-0035-7,Wrong transcription,,0.7428571428571429,خــلــکــو وکــړل سرعـــام مـحبتونهخــلــکــو وکــړل سرعـــام مـحبتونه,خلقو اوکړل سرمام فختوته,../data/phti_valid_prepared/train/PHTI-PT-M-0035-7.png,2025-12-25T15:23:08,Sana
PHTI-AW-F-0171-8,Orientation error,,0.7428571428571429,د دۀ انګڼ کښې سر وهلے دے غندل د غزل,د ه د ه ه   ي,../data/phti_valid_prepared/train/PHTI-AW-F-0171-8.png,2025-12-25T15:24:31,Sana
PHTI-AW-F-0196-8,Orientation error,,0.7428571428571429,د محبت په معامله کښې سر په ټوله يمه,د ه  ک  ي,../data/phti_valid_prepared/train/PHTI-AW-F-0196-8.png,2025-12-25T15:24:54,Sana
PHTI-AW-F-0176-5,Orientation error,,0.7428571428571429,د يار اوښکه په ګوګل کښې دُردانه کړي,د ه د ه   ي,../data/phti_valid_prepared/train/PHTI-AW-F-0176-5.png,2025-12-25T15:24:57,Sana
PHTI-AW-F-0183-8,Orientation error,,0.7419354838709677,د خپل ښائست لويي به اوس نۀ منې؟,د د  ه د ه ي,../data/phti_valid_prepared/train/PHTI-AW-F-0183-8.png,2025-12-25T15:24:59,Sana
PHTI-AW-F-0174-5,Orientation error,,0.7419354838709677,يو مئين راپېدا کيږي په پېړۍ کښې,د ک ه دکې ک  که,../data/phti_valid_prepared/train/PHTI-AW-F-0174-5.png,2025-12-25T15:25:02,Sana
PHTI-AW-F-0173-1,Orientation error,,0.7419354838709677,تصوير ته وايه! چې راځې؟ نۀ راځي,د پې ې ه اه ک ه کي,../data/phti_valid_prepared/train/PHTI-AW-F-0173-1.png,2025-12-25T15:25:05,Sana
PHTI-AW-F-0188-1,Orientation error,,0.7419354838709677,ما به د چا سترګو ته ژوند تېر وو,د د کې د ه ه ي,../data/phti_valid_prepared/train/PHTI-AW-F-0188-1.png,2025-12-25T15:25:08,Sana
PHTI-AW-F-0173-6,Orientation error,,0.7407407407407407,چې د رسمونو بند دې ونۀ شلوو,د  د ه  ه,../data/phti_valid_prepared/train/PHTI-AW-F-0173-6.png,2025-12-25T15:26:03,Sana
PHTI-AW-F-0157-13,Orientation error,,0.7380952380952381,دا تۀ چې ما ته سپوږمۍ، ګل وائې، لولکه وائې,ده ده   ه د ه   ي,../data/phti_valid_prepared/train/PHTI-AW-F-0157-13.png,2025-12-25T15:26:21,Sana
PHTI-AW-F-0196-7,Orientation error,,0.7368421052631579,نۀ زۀ په ناپ باندې پوهېږمه نۀ تول راځي,ک ک ده  ه   ه  ي,../data/phti_valid_prepared/train/PHTI-AW-F-0196-7.png,2025-12-25T15:26:24,Sana
PHTI-AW-F-0181-4,Orientation error,,0.7368421052631579,ستا په زلفو او رخسار باندې پوهـ نۀ شوم,ده  ه  دې    ي,../data/phti_valid_prepared/train/PHTI-AW-F-0181-4.png,2025-12-25T15:26:27,Sana
PHTI-RS-M-0090-11,Wrong transcription,,0.7333333333333333,نن مې په سرو غرمو دياړي کړې ده,نن به پرې زونۍ له کتابونه اخلم,../data/phti_valid_prepared/train/PHTI-RS-M-0090-11.png,2025-12-25T15:26:39,Sana
PHTI-AW-F-0188-10,Orientation error,,0.7333333333333333,دا زما د اولس مټې دي خو مړې دي,د د   ک ي,../data/phti_valid_prepared/train/PHTI-AW-F-0188-10.png,2025-12-25T15:26:47,Sana
PHTI-AW-F-0157-12,Orientation error,,0.7317073170731707,زۀ سور ګلاب يم که راځې نو په ازغو به راځې,د دې اه د  ه د هي,../data/phti_valid_prepared/train/PHTI-AW-F-0157-12.png,2025-12-25T15:26:50,Sana
PHTI-AW-F-0174-9,Orientation error,,0.7307692307692307,څۀ په کافر زړۀ اوړېدلے يمه,ده ک ه ه ک ي,../data/phti_valid_prepared/train/PHTI-AW-F-0174-9.png,2025-12-25T15:26:53,Sana
PHTI-AW-F-0169-8,Orientation error,,0.7297297297297297,نور قامونه ګوره چې په کوم ډګر ولاړ دي,د ه   ه   ي,../data/phti_valid_prepared/train/PHTI-AW-F-0169-8.png,2025-12-25T15:26:56,Sana
PHTI-AW-F-0171-7,Orientation error,,0.7297297297297297,چې په سازونو په وږمو کښې پټ پټوني کوي,د  ه ک      ي,../data/phti_valid_prepared/train/PHTI-AW-F-0171-7.png,2025-12-25T15:26:57,Sana
PHTI-AW-F-0183-7,Orientation error,,0.7272727272727273,زۀ ئې حېران کړم نو حېران شوې راته,د پ ې ک  کې ي,../data/phti_valid_prepared/train/PHTI-AW-F-0183-7.png,2025-12-25T15:26:58,Sana
PHTI-AW-F-0157-9,Orientation error,,0.725,ستا دنګه غاړه د چينار په شان ځواني وينمه,د د  د ه  ک   ه,../data/phti_valid_prepared/train/PHTI-AW-F-0157-9.png,2025-12-25T15:27:02,Sana
PHTI-AW-F-0171-3,Orientation error,,0.725,د دې چينار خوا کښې چينه ده په ځنګل د غزل,د په  پ ه ه د کې ي,../data/phti_valid_prepared/train/PHTI-AW-F-0171-3.png,2025-12-25T15:27:04,Sana
PHTI-AW-F-0174-3,Orientation error,,0.7241379310344828,لکه اور وي لګېدلے په بېړۍ کښې,ده ه ه    کې ي,../data/phti_valid_prepared/train/PHTI-AW-F-0174-3.png,2025-12-25T15:27:06,Sana
PHTI-AW-F-0186-5,Orientation error,,0.7222222222222222,را زرغونيږي په مېرو کښې د ګلاب ګلونه,د  که د کې ن  ي,../data/phti_valid_prepared/train/PHTI-AW-F-0186-5.png,2025-12-25T15:27:12,Sana
PHTI-AW-F-0181-7,Orientation error,,0.7222222222222222,مودې ئې وشوې خو تر اوسه مې احساس رپي,د ه ک ه ک کې ده ي,../data/phti_valid_prepared/train/PHTI-AW-F-0181-7.png,2025-12-25T15:27:19,Sana
PHTI-AW-F-0045-7,Wrong transcription,,0.7142857142857143,دا د ډب مسلـــمانــــــــــيدا د ډب مسلـــمانــــــــــي,دا د ډب مسلمانيـ,../data/phti_valid_prepared/train/PHTI-AW-F-0045-7.png,2025-12-25T15:27:49,Sana
PHTI-AW-F-0184-8,Orientation error,,0.7142857142857143,د دوران په آئينه ختلے زنګ دے,د د که کې ا ي,../data/phti_valid_prepared/train/PHTI-AW-F-0184-8.png,2025-12-25T15:27:54,Sana
PHTI-AW-F-0173-9,Orientation error,,0.7142857142857143,زما زړګيه درنه ډېر خوشحال يم,ده ده  ه ه ک ي,../data/phti_valid_prepared/train/PHTI-AW-F-0173-9.png,2025-12-25T15:27:56,Sana
PHTI-AW-F-0196-1,Orientation error,,0.7096774193548387,د شاعر مثال په شان لکه ماشوم دے,د له  ک  ک ي,../data/phti_valid_prepared/train/PHTI-AW-F-0196-1.png,2025-12-25T15:27:57,Sana
PHTI-AW-F-0181-5,Orientation error,,0.7027027027027027,لامې تر اوسه هغه شور په ککرۍ کښې اوسي,ده د  که ک  ه ک ي,../data/phti_valid_prepared/train/PHTI-AW-F-0181-5.png,2025-12-25T15:27:59,Sana
PHTI-AW-F-0188-6,Orientation error,,0.7027027027027027,غرونه ډېر دي خو په ځائے باندې ولاړ دي,د ه د   ه  که  ي,../data/phti_valid_prepared/train/PHTI-AW-F-0188-6.png,2025-12-25T15:28:00,Sana
PHTI-AW-F-0183-4,Orientation error,,0.7027027027027027,ستا د سترګو په وسعت کښې مې زړۀ تنګ دے,د د په د  ه ش  ي,../data/phti_valid_prepared/train/PHTI-AW-F-0183-4.png,2025-12-25T15:28:06,Sana
PHTI-AW-F-0186-8,Orientation error,,0.7,ټوټې ټوټې شي دړې وړې شي خو ننګ نۀ پرېږدي,د  ه د کې ده  ه د ه ي,../data/phti_valid_prepared/train/PHTI-AW-F-0186-8.png,2025-12-25T15:28:13,Sana
PHTI-AW-F-0173-5,Orientation error,,0.7,اظهار مې چرې هم په خلې نۀ راځي,د د ه  ه ک  ي,../data/phti_valid_prepared/train/PHTI-AW-F-0173-5.png,2025-12-25T15:28:48,Sana
PHTI-AW-F-0176-1,Orientation error,,0.696969696969697,زندګي مې در نه ځار شه دا مې وس دے,د     که  ده ي,../data/phti_valid_prepared/train/PHTI-AW-F-0176-1.png,2025-12-25T15:28:52,Sana
PHTI-AW-F-0183-1,Orientation error,,0.696969696969697,بې د مينې نه هر شے څومره بدرنګ دے,د د ک  ه ک ک  ي,../data/phti_valid_prepared/train/PHTI-AW-F-0183-1.png,2025-12-25T15:28:54,Sana
PHTI-AW-F-0181-3,Orientation error,,0.696969696969697,دا اوربل دے که اوربل دے لوګے خيژي,د   دې ک   ي,../data/phti_valid_prepared/train/PHTI-AW-F-0181-3.png,2025-12-25T15:28:55,Sana
PHTI-AW-F-0173-3,Orientation error,,0.6896551724137931,بيا راله چل هم د ګيلې نۀ راځي,د ه ه    ي,../data/phti_valid_prepared/train/PHTI-AW-F-0173-3.png,2025-12-25T15:29:21,Sana
PHTI-AW-F-0183-6,Orientation error,,0.68,زرګيه زۀ دې بت پرسته کړمه,ده ک ده   ه ي,../data/phti_valid_prepared/train/PHTI-AW-F-0183-6.png,2025-12-25T15:29:25,Sana
PHTI-AW-F-0157-6,Orientation error,,0.6744186046511628,ستا جګ برېتونه ما خپل ځان ته راښکودلے نۀ شي,دا  کې ک ده   که ن ي,../data/phti_valid_prepared/train/PHTI-AW-F-0157-6.png,2025-12-25T15:29:33,Sana
PHTI-JB-F-0179-7,Wrong transcription,,0.6721311475409836,او کوهى ته يې ارتاؤ کړو يو تجارتى قافلے د اوبو د بوقې سره  پۀ,راويستو هلته يې د غلامانو په منډۍ کښې په يوه څو درهمه پۀ,../data/phti_valid_prepared/train/PHTI-JB-F-0179-7.png,2025-12-25T15:29:45,Sana
PHTI-D4-M-0020-3,Wrong transcription,,0.6666666666666666,ګل مسکے شي رابېدار شيګل مسکے شي رابېدار شيګل مسکے شي رابېدار شي,ګل مسکے شي رابيدار شي,../data/phti_valid_prepared/train/PHTI-D4-M-0020-3.png,2025-12-25T15:29:55,Sana
