GroundTruth,Prediction
يࣸوَامَࢽْثِي غِيࢽْ اَدَمْ يَادَذَمْبَا   ذَمْکَجِࢽْڧَࢽْوࣸ کࣸوکࣸسَمْ غࣸوبٜي رِيبَا,يࣸواَمَࢽْثِي غِيࢽْ اَدَمْ يَادَذَمْبَا   ذَمْکَجِࢽْڧَࢽْسࣸ کࣸوکࣸسَمْ غࣸوبٜي رِيبَا
لا رالا يماࢽ تصد يڡ حفيفتى ؞ وفدافى وابلڢظ غير محتمل,لاࢽ الايماࢽ تصديڡ حفيفته ؞ وفدافر وابلڢط غير محتمل
دَحَطِࢽْ سَبَبِي دَڧࣸلَّ غَابَا,دَحَطِࢽْ سَبَبِي دَڧࣸلَّ غَابَا
إِࢽْکࣸࢽْ ڧِي ذَࢽْثٜيٰࢽَا بَکࣸتࣸوبَبَا  مࣸتࣸوَاࢽَذࣸومَکࣸ کࣸوشَادَࢽْدَڧَ,إِࢽْ کࣸࢽْ ڧِي ذَࢽْثٜيٰࢽَابَکࣸتࣸوبَبَا   مࣸتࣸوَاࢽَذࣸومَکࣸ کࣸوشَادَࢽْدَيَ
إِࢽْتَذࣸوْأَࢽْدَيْࢽَ يَاوࣸواْ طَࢽْ ڢَشِ کࣸواْکࣸواْ بَرَاوࣸواْ,إِࢽْتَذࣸوْأَࢽْدَيْࢽَ يَاوࣸواْ طَࢽْ ڢَشِ کࣸواْکࣸواْبَرَاوࣸواْ
غَاسِڢَاتَسَࢽَࢽْ دَکَڧَسَ,غَاسسِڢَاتَسَتَࢽْ دَکَڧَسَ
تَمْبَيَاتَاإِࢽْ إِيَايٜيٰ   وَࢽْدَ سࣸࢽْکَ ذَمࣸواْ ࢽَرَايٜيٰ,تَمْبَيَاتَاإِࢽْ إِيَايٜيٰ وَࢽْدَسࣸࢽْکَ ذَمࣸواْࢽَرَايٜيٰ
أَکَتَاشٜىٰکَ بَادَأࢽْ إِدࣸوبَا,أَکَتَاشٜيٰکَ بَادَأَࢽْ إِدࣸوبَا
يَاڟَيَابَوْتَرْإِيَايٜيٰ   غَايَوَࢽْ أَزࣸمِي أَݒࣸواْيٜيٰ,يَاڟَيَابَوْتَرْ إِيَايٜيٰ  غَايَوَࢽْ أَزࣸمِي أَبࣸواْيٜيٰ
جِيجِيَاࢽَاکَرْکَڟٜيٰوَا     هَرْڢَرَيْ شِڢٜثٜيٰ دَکࣸرْوَا,بِيجِيَاࢽَاکَرْکَڟٜيٰوَا هَرْڢَرَيْ شِڢٜيٰٜ دَکࣸرْوَا
رࣸوَࢽْ جَمَعَابَذَيْ غَمٜيٰبَا,رࣸوَࢽْ جَمَعَابَذَىْ غَمٜيٰبَا
بَرِبِيَرْ مَاسࣸ سࣸࢽْ سَرَاڟٜيٰ غَتࣸرْبَا   مَاسࣸ کࣸبࣸوڢَّ تࣸࢽْ يَتَثّٜيٰ غَبَبَّا,بَرِبِيَرْمَاسࣸ سࣸرْسَرَاڟٜيٰ غَتࣸرْبَا   مَاسࣸ کࣸبࣸوَڢَّ تࣸࢽْ يَتَثٜيٰ غَبَبَّا
سَيْ إِࢽْدَرࣸوَابَيَاوࣸثٜيٰبَا,سَىْ إِࢽْدَرࣸوَابَيَاوࣸثٜيٰبَا
تَرْڟَڟِࢽْتَ کَمَرْدࣸوَاڟࣸو    إࢽْ تَوَاڟࣸ سَىْشِوَاڟࣸو,تَرْڟَڟِࢽْتَ کَمَرْدࣸوَاڟࣸو  إِࢽْ تَوَاڟࣸ سَيْ شِوَاڟࣸو
دࣸکْ غࣸمَاکَࢽْ مَالَمَيْࢽٜىٰ    مَالَمَࢽْکࣸ ࢽَذَامَࢽِيࢽٜىٰ,دࣸکْ غࣸمَاکَࢽْ مَالَمَيْࢽٜيٰ  مَالَمَࢽْکࣸ ࢽَذَامَࢽِيࢽٜيٰ
إِࢽْ يَبْࢽْيِ يَبࣸوࢽْکَاࢽَاࢽَڟَابَا,إِࢽْ بَࢽْيِ يَبࣸوࢽْکَ ࢽَاࢽَڟَابَا
کࣽللَبَلْ ࡶَلصَّلاَةࣸحࣸلْدٜڢَرْضࣻ کࣸڢَرِضَّ لاَيࣸفْبَلࣸ ࡼللَّهࣸ,نَلکَبَلْ ࡶَلصَّلاَةࣸحࣸلْدٜڢَرْضࣸ کࣽڢَرِضَّ لاَيࣸفْبَلࣸ ࡼللَّهࣸ
ميْڟَارَاوَاڧَا ࢽَامࣸ إِسْمَعِيلَ ࢽٜي ثَرْيَرْ کࣸڢَاجِ غَرِِࢽْعࣸبَا مَڢَرَا عࣸوَا,مَيْڟَارَاوَاڧَاࢽَامࣸ إِسْمَعِيࢽَ ࢽٜيٰ ثَرْيَرْکࣸڢَجِ غَرِࢽْعࣸبَامَڢَرَاعࣸوَا
مࣸࢽْجِ کَلْمَاغَمَالَمْ مّࣸوسَىٰ   لِمَامْ کَبࣸو مَالَمْ مَيْ لَاڢِيَا,مࣸࢽْجِ کَلْمَاغَمَالَمْ مّࣸوسَىٰ لِيمَامَ کَبࣸومَالَمْ مَيْ لَاڢِيَا
سَيْوَࢽْدَبَذَاشِ دَوَّمَابَا,سَيْوَࢽْدَبَذَاشِ دَوَّمَابَا
اَللَّهࣸ يَيْ ڟِيرَاغَأَࢽَّبِ أَحْمَدَا؞ دَءالِࢽْسࣸ جِيکࣸوکِࢽسَ سِيدِ مࣸحَمَّدَا,اَللَّهࣸ يَيْ ڟِيرَاغَأَࢽَّبِ أَحْمَدَا ؞ دَءَالِࢽْسࣸ جِيکࣸوکِࢽْسَ سِيدِ مࣸحَمَّدَا
تࣸࢽْ سࣸࢽَا ڟࣸمْمَّاتَبَرْسࣸ   وَسࣸ ࢽَاڧࣸودَاتَکَسࣸࣸ,تࣸࢽْ سࣸࢽَاڟࣸمَّاتَبَرْسࣸ  وَسࣸ ࢽَاڧࣸوْدَاتَکَسࣸ
غࣸࢽْ کِرَࢽْبَ بَلٜيٰ شِمَࢽْثٜيٰ   سَࢽّࣸ مَيْدَمࣸتࣸمْ بَتَثّٜيٰ,غࣸࢽْ کِرَࢽْبَ بَلٜيٰ شِمَࢽْثٜيٰ  سَࢽّࣸ مَيْدَمࣸتࣸمْ بَتَثّٜيٰ
شِڟَارٜيٰ غِرْمَࢽْسَ بَابغَابَا,شِڟَرٜيٰ غِرْمَࢽْسَ بَايَعَابَا
إِࢽْبَارَحْمَرْأࣸبَࢽْ غِجِيبَا,إِࢽْبَارَحْمَرْ أࣸبَࢽْ غِجِيبَا
بَابࣸ کٰٜوࣸوڢَ دࣸدَّکٰٜوتَادَذࣸوبٜلْي  حَکَࢽَامَاسࣸ ثِࢽْ أَمَاࢽَاغَغࣸوبٜيٰ,بَابࣸ کٜيٰوࣸوڢَ دࣸدَّکٜيٰوْتَادَذࣸوبٜليِ  حَکَࢽَامَاسࣸ ثِࢽْ أَمَاࢽَاغَغࣸوبٜيٰ
سَىْ مࣸحَمَّدࣸ دࣸࢽْ کَمَالَى    تَيْ دَذَبَبَّٜىٰࢽْ أَدَالَى,سَىْ مࣸحَمَّدࣸدࣸࢽْ کَمَالَى  تَىْ دَذَابَبّٜيٰࢽْ أَدَالَى
سَيْ وَࢽْدَبَذَاشِ لَاخِرَابَا,سَيْ وَࢽْدَبَذَاشِشِ لَاخِرَابَا
دمي زࢽا سيمسو ماکاڢريࢽا    ادࢽ بستوب ياذم الࢽصارا,دمي زࢽا سيمسوماکاڢريࢽا  ادࢽ بيتوب يدذم الࢽصارا
سࣸࢽْمَ کَࢽْسࣸ بَڧَرْظَلَامَا   حَرْسࣸثٜيٰ أَحّلِࢽْسࣸ دَامَا,سࣸࢽْمَ کَࢽْسࣸ بَڧَرْظَلَامَا  حَرْسࣸثٜيٰ أَحَلِࢽْسࣸ دَامَا
سَىْ کࣸجٜىٰ غَࢽَبِيّࣸ إبْرَا     هِيمࣸ دࣸࢽْ وَࢽَّࢽْ لَلࣸورَا,سَيْ کࣸجٜىٰ غَࢽَبِيّࣸ إِبْرَا  هِيمࣸ دࣸࢽْ وَࢽَّࢽْ لَلࣸورَا
ولࢽ يض ک وسواس اللعيࢽ اذا ؞ کى هت ڢلتستعذ بالله وابتحل,ولࢽ يض ک وسواس اللعيࢽ اذا ؞ کࢽر لعت ڢلتتعذبالله وابتحل
کࣸࢽٜمِ حَلَال ڢَ کࣸثِي دَکࣸودَعِيَالِࢽْکࣸ دࣸکْ؞   شِيمَاحَدِيشِ ࢽٜيٰ ࢽَتࣸرْبَࢽْ مࣸحَمَّدَا,کࣸࢽٜمِ حَلَلْ ڢَ کࣸثِي دَکࣸودَعِيَالِࢽْکࣸ دࣸکْ ؞ شِيمَاحَدِيشِ ࢽٜيٰ ࢽَتࣸرْ بَࢽْ مࣸحَمَّدَا
سَيْ أَثٜيٰ مَسَ مࣸࢽْ هࣸࢽْکࣸࢽْتَا    سِيدِ مࣸومࣸکَ سَاکَمَࢽْتَا,سَيْ أَثٜيٰ مَسَ مࣸࢽْ سࣸکࣸࢽْتَا سِيدِ مࣸومࣸکَ سَاکَمَࢽْتَا
وَࢽْدَکٜيٰ أَيّکِ ࢽَݒَرْࢽَا   کࣸواْثِکِࢽْ دَرٜيٰ کࣸواْدَرَاࢽَا,وَࢽْدَکٜيٰ أَيْکِ ࢽَبَرْࢽَا کࣸواْثِکِࢽْ دَرٜيٰ کࣸواْدَرَاࢽَا
الکِتَابࣸ الْحَاجِ,اَلکِتَابࣸ الْحَاجِ
بَاکࣸواْڧࣸوࢽَا ࢽَڧࣸرْمࣸسَابَا,بَاکࣸواْڧࣸوࢽَاࢽَڧࣸرْمࣸسَابَا
دَکࣸطِي دَتࣸڢَاکَمَرْمَهَرْبَا,دَکࣸطِي دَتࣸڢَاکَمَرْمَهَرْبَا
ذَيْکِرَاسࣸ أمَاسࣸ غَابَا     ࢽٜى دَاَلله مَاسࣸ ذَمْبَا,ذَيْکِرَاسࣸ أَمَاسࣸ غَابَا  ࢽٜيٰ دَاَللهْ مَاسࣸ ذَمْبَا
نࣽکّࣽ کَسࣸوطٜتٜىٰ وَالتَّشَهّࣸدࣸارِعٜتَيَّاجِ طِࢽْ طࣶطࣶ,نࣽکّࣽ کَسࣸوطٜتٜىٰ وَالتَّشَهّࣸدَاࢽِ عٜتَيَّاجِ طِࢽْ طࣶطࣶ
واعلم باࢽ طى يو الحڡ واحدة ؞ لا خيرنا غيرها مࢽ ساي السبل,واعلم باࢽ طى يڡ الحڡ واحدة ؞ لا خيرنا غيرهامࢽ سابر السبل
جْلَيْࢽ عٜلࣸو تࣸدٜ کࣽيْطٜطٜࢽْ ࡹِلَي ࡻلْکَعْبَيْࢽِ,جْلَيْࢽِ عٜلࣸوتࣸدٜکࣽيْطٜطٜࢽْ ࡹِلَى ࡻلْکَعْبَيْࢽِ
بِکَ وَاى غَرِى دَلَاڢِيَابَا,بَکَ وَايِ غَرِي دَلَاڢِيَابَا
فرامسکات لعواءدوࢽ ماعمد ؞ کمااتىٰ ذاک نع الذب الحکيم تل,فدامسکات لهواءدوࢽ ماعمد؞ کمااتى ذاک ناالذي الحکيم تل
کࣸومَيْ سَرَوتَا وَاللَّهْ دࣸکْ بَسࣸبَرْشِبَا   کࣸودَامَرَسْ کࣸومَيْ وَجَࢽْسࣸ مࣸتَاࢽٜيٰ,کࣸومَيْ سَرَوْتَاوَاللَّهْ دࣸکْ بَسࣸبرْشِبَا  کࣸودَامَرَسْ کࣸومَيْ وَجَࢽْسࣸ مࣸتَاࢽٜيٰ
بَلّٜيٰ ڢَ بَڧِي دَسَاڧِ   کࣸوْا ࢽَجَسْتَثّٜيٰ غَحَڧِّ,بَلّٜيٰ ڢَ بَڧِي دَسَاڧِ کࣸوْاࢽَجَسْتَثّٜىٰ غَحَڧِّ
تَاشِ إِࢽْدَىْ بَيْىِ لَاڢِيَابَا,تَاشِ إِࢽْدَدَىْ بَيْيِ لَاڢِيَابَا
وَࢽَࢽْ وَاڧَاإِتَثٜيٰ,وَࢽَࢽْ وَاڧَاإِتَثٜيٰ
بَيْثِࢽْ وَطَࢽْࢽَࢽْ غَاڟَࢽَِࢽِࢽْ ڢَرِي   رࣸوَايَکَامٜيٰ بَاذَيْ سَبْکَبَىٰ,بَيْثِࢽْ وَطَࢽْࢽَࢽْ غَاڟَࢽَࢽِࢽْ ڢَرِي  رࣸوَايَکَامٜيٰ بَاذَيْ سَبْکِبَىٰ
تَࢽْبَيَادَغَرَادَڟࣸوڟَا   سࣸࢽْ إِسَيْ بَازَاشِمࣸواْڟَا,تَࢽْبَيَادَغَرَادَڟࣸوڟَا  سࣸࢽْ إِسَيْ بَازَاشِمࣸواْڟَا
ࢽَاغَبر ىشِ کࣸسَࢽْتَ غَايَا  مَى جِدَالِى دࣸوب ءَايَا,ࢽَاغَبرٜىٰشِ کࣸسَࢽْتَ غَايَا  مَىْ جِدَالِى دࣸوبِ ءَايَا
حَرْيَسَارَيْࢽَىْ شِتَاشِ    سَىْ مࣸتࣸمْ کَغَ يَاثِ بَاشِ,حَرْيَسَارَيْࢽَىْ شِتَاشِ سَيْ مࣸتࣸمْ کَغَ يَاثِ بَاشِ
بَيْ ذَابِي حࣸشِي دَسࣸࢽْ ڢَطَابَا,بَيْ ذَاݒِي حࣸشِي دَسࣸࢽْ ڢَطَابَا
اماالفليل وتکثي له مدد ؞ حدث ولاحى ج عࢽ خيرة الى سل,اماالفليل وتکثير له مدد ؞ حدث ولاحرج عࢽ خيرة الى سل
عَنْدࣸ ࡶَࢽَّ ࡻللَّهَ نࣸجࣽومِرَطࣽ سࣸبْحَانَهࣸ مٜشٜنِّى شٜنِيطࣽ,عَنْدࣸࡶَࢽَّ ࡻللَّهَ نࣽجࣸومِرَاکࣸ سࣸبْحَانَهࣸ مٜشٜنِّى شِنِيطࣸ
وَدْدَتَازَمَ دَࢽْ بِيَيَّا    غࣸࢽْ مِجِ بَتَ تَادَمࣸرْيَا,وَدْدَتَازَمَ دَࢽْ بِيَيَّا غَࢽْ مِجِ بَتَ تَادَمࣸرْيَا
إِࢽْدَإِيْکࣸوࢽْ تَيْمَمَاوَا بَارࣸوَاکࣸوابَابࣸ کࣸوْوَا,إِࢽْدَإِيْکࣸوࢽْ تَيْمَمَاوَا  بَارࣸوَاکࣸواْ بَابࣸ کࣸوْوَا
تَمْبَيَاإتَثٜىٰ ڢِتِلَّا   مَىْ ڢِتَرْ دَمࣸتࣸمْ جَهَالَا,تَمْبَيَاإِتَثٜيٰ ڢِتِلَّا  مَيْ ڢِتَرْدَمࣸتࣸمْ جَهَالَا
شِيَيْمِࢽْ ذَࢽْ ثَࢽْ دࣸوࢽِيَا   إِࢽْ ذَاتَاڧَارٜٜيٰ ڢِتْࢽࣸواْ سࣸࢽْيَوَا,شِيَيْمِࢽْ ذَࢽْ ثَࢽْ دࣸوࢽِيَا  إِࢽْ ذَاتَاڧَارٜيٰ ڢِتْࢽࣸواْ سࣸࢽْيَوَا
سَيْحْڧࣸرِي غَعَبِࢽْدَ بَاکَدَمَاغَࢽِي  کَسَامࣸ لاَدَرْ زࣸثِيَرْ سࣸࢽْ ࢳࢽْ عࣸوَا,سَيْحَࢽْڧࣸرِي غََبِࢽْدَ بَاکَدَمَاغَࢽِي  کَسَامࣸ لاَدَرْ زࣸثِيَرْسࣸࢽْ ࢳࢽْ عࣸوَا
فدکررالله ناالفرءاࢽ نشاتنا ؞ لا اعتبارولکࢽ نحࢽ ندشغل,فدکر رالله ناالفرءاࢽ نشاتنا ؞ للا عتبارولکࢽ نحࢽ ندشغل
وَتَاإِࢽ سࣸکَ ڢَارَ ڢَطَادَمِجِࢽْتَا   سَيْ تَرِڧٜيٰشِ تَثٜيٰ يَکَشٜيٰتَا,وَتَاإِࢽْ سࣸکَ ڢَارَ ڢَطَادَمِجِࢽْتَا  سَيْ تَرِڧٜيٰشِ تَثٜيٰ يَکَشٜيٰتَا
سَيْ کࣸمَ جِيکَاࢽَسْ مَهْدِيّࣸ مࣸࢽْتَظَرْ ؞ شِي مَا حࣸصࣸوصِ ࢽٜيٰ ࢽَسِيدِ مࣸحَمَّدَا,سَيْ کࣸمَ جِيکَاࢽَسْ مَهْدِيّࣸ مࣸࢽتَظَرْ ؞ شِمَ حࣸصࣸومِ ࢽٜيٰ ࢽَسِيدِ مࣸحَمَّدَا
أَࢽْثٜيٰ وَڧَرْࢽَ يَاکَطَاکَيْࢽَسَا   ࢽِي بَاࢽِ بَيْوَابَࢽَا عِيَ يِࢽْ ڟَرِي,أَࢽْثٜيٰ وَڧَرْࢽَ يَاکࣸطَاڧِيْࢽَسَا  ࢽِي بَاࢽِ بَيْوَابَࢽَاعِيَ يِࢽْڟَرِي
عَنْدࣸ نࣽجࣽورٜيَاکࣸلࣸ ࡼلْحَسَنَآتِ نࣽذَامِرَمࣽجِّ عَادٜࢽْ,عَنْدࣸ نࣽجࣽورٜيَاکࣽلࣸ ࡼلْحَسَنَآتِ نࣸذَامِرَمࣽجِّ عَادٜࢽْ
عࣸثْمَاࢽࣸ ڢࣸودِيࣸوابَابََاأَبࣸوبَکَرْ   اءࣸبَࢽْ بࣸخَاريٰ اءࣸبَࢽْ مَالَمْ حَسَࢽْ,عࣸثْمَاࢽࣸ ڢࣸودِيࣸواْ بَابَاأَبࣸوبَکَرْ  ءࣸبَࢽْ بࣸخَارِيَابَࢽْ مَالَمْ حَسَࢽْ
دَࢽْ إِسَشٜيٰࢽْ هَࢽْکَلِࢽْسࣸ    بَاسࣸ سࣸوࢽْ سَاݒࣸࢽْ مَزَࢽْسࣸ,دَࢽْ إِسَشٜىٰࢽْ هَࢽْکَلِࢽْسࣸ بَاسࣸ سࣸوࢽْ سَابࣸࢽْ مَزَࢽْسࣸ
وَاڧَرْ وَعَظِي,وَاڧَرْوَعَظِي
مَثٜيٰ مِجِࢽْتَ يَذَࢽْ مَّالَمْ ࢽٜيٰ   بَاتَ يَبࣸوࢽْشِ تَثٜيٰ دَࢽَغَرْتَا,مَثٜيٰ مِجِࢽْتَ يَذَࢽْ مَّالَمْ ࢽٜيٰ  بَاتَ يَبࣸوࢽْشِ تَثٜيٰ دَࢽَغَرْتَا
شِى بَىْ تَبَٜٜ سَابَ ألْکَوَرْبَا,شِى بَيْ تَبَ سَابَ ألْکَوَرْبَا
يزادعنه اناس لاخلا ڡ لهم ؞ فد فلبواالديࢽ بالتعيي والبدل,يزادعنه اناس لاخلاڡ لهم ؞ فدفلبواالديࢽ بالتعي والبدل
کَرْکَيَرْدَ أَبࣸواْکَࢽِࢽْکَ   سࣸکَ تَارࣸثِکِࢽْ غِدَࢽْکَ,کَرْکَيَرْدَأَبࣸواْکَࢽِࢽْکَ سࣸکَ تَارࣸثِکِࢽْ غِدَࢽْکَ
دَارِيَادَغَࢽِࢽْ ڟِرَيْثِي     غࣸࢽْ مࣸسࣸلْمِي ڢَاسِڧَࢽْثِي,دَارِيَادَغَࢽِࢽْ ڟِرَيْثِي غࣸࢽْ مࣸسࣸلْمِي ڢَاسِڧَࢽْثِي
جِبْرَىِيلࣸ دَجِى يَتَاشِ    ࢽَࢽْ دَࢽَࢽْ يَوࣸثٜىٰ غَرٜىٰشِ,جِبْرَءِيلࣸ دَجِي يَتَاشِ ࢽَࢽْ دَࢽَࢽْ يَوࣸثٜىٰ غَرٜىٰشِ
ذِکْرِي بَسࣸ مَࢽْثٜيٰ حَيْلَلَابَا,ذِکْرِي بَسࣸ مَࢽْثٜيٰ حَيْلَلَابَا
مسى اه اعظم به ڢى الفدرمت لة ؞ مࢽ فاب فوسيࢽ لم تدرک ولم نتل,مسى اه اعظم به ڢى الفدرمت لة ؞ مࢽ فاب فوسيࢽ لم تدرک ولم نتل
جَمَعَ دࣸو کࣸکَرْکَطٜي کࣸࢽّࣸوَࢽْکَ  کࣸجِ وَاڧَرْ وَطَࢽْدَ بَاسَا صَࢽَاعَ,جَمࣸعَ دࣸوکࣸکَرْکَطٜيٰ کࣸࢽّࣸوَࢽْکࣸ کࣸجِ وَاڧَرْوَطَࢽْدَبَاسَاصَࢽَاعَ
لَارَبَاوَامَاسࣸ عِڢَّهْ سࣸࢽْ وࣸثٜيٰ واکٜيٰ دَڧࣸواْڢَا,لَارَبَاوَامَاسࣸ عِڢَّهْ  سࣸࢽْ وࣸثٜيٰ وَاکٜيٰ دَڧࣸواْڢَا
طايڢاط,طايڢاض
لَاخِرَاذَاسࣸيْ تَلَوثِي   تࣸواْبَلٜيٰ مَيْتَادَ يَٜࢽثِي,ࢽَاخِرَاذَاسࣸيْ تَلَوْثِي  تࣸواْبَلٜيٰ مَيْتَادَيَࢽْثِي
کَمَرْمࣸوتَاتَکٜيٰ کٜࣸمِ کٜࢽْتَا   إِࢽْ کَغَ بَاتَڢِيَ بَرِِسࣸࢽْتَا,کَمَرْمࣸوتَاتَکٜيٰ کࣸويِ کٜࢽْتَا   إِࢽْ کَغِ بَاتَڢِيَابَرِ سࣸࢽْتَا
يَجَمࣽ فَبْرࣸوَيَنج کَمࣸ عٜلٜيْطٜ ڢࣽوْ يࣸولࣸيْمࣸ دْٜبحرࣸوج نورطيٜيَتا,يَجَّمّࣸ فَبْرࣸوَيَنْجِ کَمّࣸ عٜلٜيْطٜ ڢࣽوْيࣸولࣸيْمࣸ دٜرْبٜحرࣸوجٜ نورطٜبٜيبَتَا
بَکَسَࢽْ دَاذَاشِ تࣸوْاْࢽࣸوَابَا,بَکَسَࢽْ دَاذَاشِ تࣸوْاْࢽࣸوَابَا
