ImageID,Label,Notes,GroundTruth,Prediction,ImagePath,Timestamp,CER,WER
A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_3_line_005,Wrong transcription,إِࢽْ کَابَاشِ کَاغَ کَاسَابٜٜي اَللَّهْ إࢽْکحَࢽَاشِ کَابِي ڧَوْلِࢽْ شَرِعَ partial,إِࢽْ کَابَاشِ کَاغَ کَاسَابٜٜي اَللَّهْ إࢽْکحَࢽَاشِ کَابِي شَرِعَ,إِࢽْ کَابَاشِ کَاغَ کَاسَابِ أَللَّهْ إࢽْکَحَࢽَاشِ کَابِ ڧَوْلِࢽْ شرِعَ,../data/ajami-prepared-no-partial-leak/train/A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_3_line_005.png,2025-12-19T12:26:50,0.2,0.5
A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_3_line_009,Valid but hard,,تَڢِي وࣸوڢِي بَذَࢽْ عَبو تَا دَکَيْبَا دَࢽْ ࢽّٜي باࢽِسَࢽْ مَرَرْطَبِي عَا,تَڢِي وࣸوڢِي بَذَࢽْ عَبࣸوتَادَکَيْبَا دَࢽْ ࢽِّ بَاࢽِسَࢽْ مَرَرْکٜࢽْ طَبِي عَ,../data/ajami-prepared-no-partial-leak/train/A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_3_line_009.png,2025-11-19T23:03:32,0.1917808219178082,0.7272727272727273
A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_5_line_014,Valid but hard,,کَرکَيِى دَودࣸکࣸࢽْغَ کَرکَيِ کَوَلْثِ کّرکَيِى کَࢽذَغِࢽْ کِطَاکࣸيِى صَࢽَاءَ,کَرْکࣸيِى دَودࣸ کࣸࢽْغَ کَرْکࣸيِى کَوَلْثِ کَرْکࣸيِي کَࢽْدَغِࢽْکِطَاکࣸيِي صَࢽَاءَ,../data/ajami-prepared-no-partial-leak/train/A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_5_line_014.png,2025-11-18T10:14:10,0.2051282051282051,0.875
A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_6_line_019,Valid but hard,,مَىْ بَࢽْ ثِࢽْ دَرَاࢽَادَڧِيِو شِيدَىْ بَارَبࢽْسَ بَيَاصَࢽَاعَ,مَىْ بَرْثِࢽْ دَرٜي دَرَاࢽَادَڧِيىِ شِيدَيْ بَارَبَࢽْسَ بَايَاصَࢽَاعَ,../data/ajami-prepared-no-partial-leak/train/A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_6_line_019.png,2025-11-19T22:09:55,0.2461538461538461,1.0
A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_6_line_020,Valid but hard,,ࢽى,ࢽي,../data/ajami-prepared-no-partial-leak/train/A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_6_line_020.png,2025-11-18T09:59:46,0.5,1.0
A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_7_line_019,Wrong transcription,بڧلم معلم يارزحکاي يلوا partial,بڧلم ياحکاي يلوارو,بڧلم معلم يارزحکاي يلوا,../data/ajami-prepared-no-partial-leak/train/A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_7_line_019.png,2025-12-19T12:09:02,0.3888888888888889,1.3333333333333333
A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_8_line_001,Script mismatch (non-Arabic),,(29) Hausa poetry,وهH ausa pر,../data/ajami-prepared-no-partial-leak/train/A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_8_line_001.png,2025-11-19T20:26:45,0.4117647058823529,0.6
A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_8_line_003,Script mismatch (non-Arabic),,Mai Sana'a ba ya Tsiya,Mداaک ab'هnaa اa,../data/ajami-prepared-no-partial-leak/train/A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_8_line_003.png,2025-11-19T20:13:49,0.5454545454545454,1.0
A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_8_line_004,Script mismatch (non-Arabic),,1388,ڢ8,../data/ajami-prepared-no-partial-leak/train/A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_8_line_004.png,2025-12-19T13:12:21,0.5,1.0
A_Poem_in_Honor_of_the_Emir_of_Kano_Waƙar_Sarkin_Kano.pdf_page_1_line_002,Valid but hard,,أمير کࢽوأتاࢽا يوم سبت أتاࢽا عالم,اميرکࢽوااتاࢽا بوم سببت اتاࢽاعالم,../data/ajami-prepared-no-partial-leak/train/A_Poem_in_Honor_of_the_Emir_of_Kano_Waƙar_Sarkin_Kano.pdf_page_1_line_002.png,2025-11-19T21:25:53,0.25,0.8333333333333334
A_Poem_in_Honor_of_the_Emir_of_Kano_Waƙar_Sarkin_Kano.pdf_page_1_line_010,Valid but hard,,بࢽا إࢽغلࢽ تي أرزڧي دَکجٜيٰمتَا ڢسروࢽياتاثاش دࢽ غرمࢽکا,بَࢽَااࢽڧل تى ارزِڧِي دَکَجٜيٰمَتَا ڢِسَرࣸوࢽَيَاتَاثَاشَ دَࢽْ غِرمَࢽْکَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_in_Honor_of_the_Emir_of_Kano_Waƙar_Sarkin_Kano.pdf_page_1_line_010.png,2025-11-18T10:39:50,0.1851851851851851,0.75
A_Poem_in_Honor_of_the_Emir_of_Kano_Waƙar_Sarkin_Kano.pdf_page_1_line_011,Valid but hard,,مࢽ يَّࢽْ ࢽصاري بِتْرکِ بِرْࢽِيسࣸ حرجِهْبِذِࢽْسࣸ دَلله ذࣸوَاکَلࣸࢽْکَا,مَࢽ يَّࢽْ ࢽَصَارَى بِتْرِکِ بِرْࢽِيࢽَسࣸ حَرْجِهْبِذِࢽْسࣸ دَللِم ذࣸوَاکَلࢽْکَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_in_Honor_of_the_Emir_of_Kano_Waƙar_Sarkin_Kano.pdf_page_1_line_011.png,2025-11-20T08:52:09,0.1739130434782608,0.75
A_Poem_in_Honor_of_the_Emir_of_Kano_Waƙar_Sarkin_Kano.pdf_page_1_line_014,Orientation error,,عبد الوهاب,,../data/ajami-prepared-no-partial-leak/train/A_Poem_in_Honor_of_the_Emir_of_Kano_Waƙar_Sarkin_Kano.pdf_page_1_line_014.png,2025-11-19T20:54:27,0.9,1.0
A_Poem_in_Honor_of_the_Emir_of_Kano_Waƙar_Sarkin_Kano.pdf_page_1_line_015,Orientation error,,ءادم مࣸلاکٜيٰ,ل,../data/ajami-prepared-no-partial-leak/train/A_Poem_in_Honor_of_the_Emir_of_Kano_Waƙar_Sarkin_Kano.pdf_page_1_line_015.png,2025-11-19T20:58:03,1.0,1.0
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_004,Valid but hard,,عِذَابَاتَا الله اَرَࢽَرْ الڧِيَامَا تَعَلَى دَيَيࣸوتَ دࣸࢽمِيْذِࢽَا,عَذَابَاتَالله أَرَاࢽَاالڧِيَامَا تَعَلى دَيَيوتَ دَࢽَمَيذَࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_004.png,2025-11-18T10:44:36,0.1304347826086956,0.7142857142857143
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_005,Valid but hard,,کَسَࢽ مَيذِࢽَاشيْکَ غَابَادَالله دَيَک مࣸحمديَيࣸوزِࢽَا,کࣸسَࢽْ مَيْذَࢽَا شِيکَ غَابَادَاللهْ دَيکَ مࣸحمديَيࣸوزࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_005.png,2025-11-18T10:45:34,0.1052631578947368,0.6
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_006,Valid but hard,,دَيَيَࢽْک ڧَمࢽَاطَکَاࢽِى دَالله اࢽَاوَمَکَومَاغَمَى يزِࢽَا,دَبِيَࢽْکَ ڧَمْࢽَا طَکَاࢽِي دَالله إِࢽَاوَ مَکࣸومَاغَمَࢽيِزِࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_006.png,2025-11-19T21:47:53,0.1967213114754098,0.8
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_007,Valid but hard,,تَعَلى شِتࣸوبى شِࢽ شِيَڢَاسَغيࢽٜى ذَمَابَابَ طَلڧى غَمَى يࢽْزِࢽَا,تَعَلى شِتࣸويࢽ ش شيڢاسَڧيبى ذَمَابَابَ طَلْڧي غَمَى يٜࢽزِࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_007.png,2025-11-18T10:45:06,0.2205882352941176,0.75
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_008,Valid but hard,,دَبَاشِࢽْ دَطَلڧى بَلٜى الْوَضى کࣸسَࢽْ بَابَ صَلَاغَمَى زِࢽَا,دَبَاشࣸ دَطَلغِى بلٜى الوضِى کࣸسَࢽ بَابِ صَلاغَمِى زِࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_008.png,2025-11-18T10:13:19,0.15625,0.75
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_011,Valid but hard,,ڢَحَالࢽسرياذمعبوجَرَبَاوا ذَمَاثِࢽْ عَماَࢽَاغَمِىِ زࢽَا,ڢَحَالِسْࢽ يَاذَمَعࣸبِࢽ جَرَبَاوَا ذَمَاشِ عَمَاࢽَاغَمِي زِࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_011.png,2025-11-18T10:04:23,0.3275862068965517,1.5
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_014,Valid but hard,,َِِاَبࢽثى ابࢽشاحَرامَ غريسࣸ ࢽى اِدَࢽْ يَࢽغَتࣸوبَاشِࢽَايࢽ زࢽَا,اَبِࢽثي أَبِࢽشَاحَرامࣸ غَرِيسࣸ ل إدَࢽْ يَغࣸتࣸوبَاشِࢽَايࢽ زِࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_014.png,2025-11-19T21:11:57,0.390625,1.0
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_016,Segmentation error,,کَلَامِسَࢽ اِࢽ يَيِعبِࢽ ڧريَتَاوَا ذَمَاغَسکِياتَى کَدَࢽمِيزِࢽَا,کَلَامِسࣸࢽ إِࢽْ يَيِعَبِࢽْ ڧࣸرْيࣸتَاوَا ذَمَاغَسَکِيَاتَي کَدِࢽمِيزِࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_016.png,2025-11-19T22:37:07,0.1940298507462686,1.3333333333333333
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_017,Segmentation error,,ذمَاشِࢽ بَتࣸى شِکࣸࢽْ ࢽَاشِࢽ يَکى دَبَابࣸ عِبَادَاغمِى زِࢽَا,ذَمَاشِ بَشَّي شِکࣸࢽْ ࢽَاشِ أَيکࣸي دَبَابࣸ عِبَادَاغَمِى زِࢽِي,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_017.png,2025-11-19T21:29:19,0.2258064516129032,0.875
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_020,Valid but hard,,ڢَسࣸࢽٜبَرْتَعَالى تعالى شىٜرس اࢽَاسࢽک کومَا مࣸتَاࢽٜى زِࢽَا,ڢَسࣸࢽࢽَبَرْࢽعالي تعالي شبرس اࢽَاسࢽک کࣸومَامࣸتَاࢽٜي زِࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_020.png,2025-11-19T22:11:31,0.2586206896551724,0.8571428571428571
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_021,Segmentation error,,بَسࣸࢽغ مࣸحمدرَاࢽ الڧِيَامَا بَسࣸ سَامِ ثٜى تومࣸتاࢽٜى زِࢽَا,بَسࣸࢽْغَ ࢽَحَمَدرٜاࢽ الغِيامَاَبَسࣸ سَامِ ثٜي تࣸومࣸتَاࢽٜي ࢽزِزِا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_021.png,2025-11-19T21:15:13,0.3709677419354839,0.875
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_022,Segmentation error,,مِجࢽَࢽْ مَاتَاشِکࢽ مِى ڧِيَامَا دَشيڢ دَمَات دسࣸࢽْکَى زࢽَا,مࣸتَاࢽٜى کَبَرْسࣸ کَککَرْمِي ڧَيامِࢽ دَشٜيوْ دَمَاتَ دَࢽٜى زِࢽَاࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_022.png,2025-11-18T10:38:19,0.5081967213114754,1.0
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_024,Segmentation error,,ڢَمࣸࢽْرࣸوکِ الله تعالى کَرِيمࣸ شڢِشٜى م طَارمࣸتاࢽى زِࢽَا,ڢَمࣸࢽْبࣸوکِ اليْحِ رَذِلى کَرِيمࣸ شَڢشى مِ ڟَرِيتَاࢽى زِࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_024.png,2025-11-19T21:10:12,0.5423728813559322,0.875
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_025,Segmentation error,,صَدَيْددَڧَيحِ رَضِيع دَغَى ڢَسࣸوَاَکَشَادَمࣸتَاࢽٜى زِࢽَا,تَدَيْدَدَڧَࢽْخِ رَضِيغِ دَدغَي ڢَسࣸواکَشِادَمࣸتَاࢽٜي زِࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_025.png,2025-11-19T21:42:39,0.3166666666666666,0.8
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_026,Segmentation error,,تَࢽَابَاتَ اَيکِࢽْ ࢽَعرْࢽَ دَکَىِ کطرثِِ عَذَابَاکࣸبَر يِࢽْ زِࢽَا,تروکَ تَعالى شڢرْتَ دَکَىيَا کَطَرْثِ عَداَمࣸکَاࢽٜى رزࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_026.png,2025-11-18T10:38:54,0.3382352941176471,1.0
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_027,Valid but hard,,مروک تَعالى شِبَيشٜى م حَيَا مࣸبَرْکَاڢرثِ مࣸبَر يࢽْ زࢽَا,مࣸرࣸوکِ تَعَالِࢽ شبِيشٜي مَ حَيَا مࣸبرکَاڢَرث مَبريࢽْ زِࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_027.png,2025-11-19T21:11:30,0.2950819672131147,0.7777777777777778
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_029,Segmentation error,,ادَࢽ ذَاَکَ اَمْرِى کَبَرْکَاڢِرا عِدَࢽْ مࣸومِࢽِيࢽ شبَرميزࢽَا,إِدَࢽْ ذَاکَ أَمْرِي کَبَرْکَاڢِرَا عِدَࢽْ مࣸومِࢽِيࢽْ شِبرْمِيࢽْࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_029.png,2025-11-19T21:41:23,0.28125,1.1428571428571428
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_031,Valid but hard,part of paper not there,بسم الله الرحمٰࢽ الرحيم,ببومࢽ الرخيم,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_1_line_031.png,2025-11-19T20:23:59,0.6521739130434783,1.0
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_2_line_001,Valid but hard,,تعالى کريم دَغَرِ مِࢽْکَ الله کڢٜشي مࣸ کَمَيَا مࣸتَاࢽٜي زِࢽَا,تعالࢽ کريم دغرمزک الࢽه کڢشي م کميامتاࢽٜي زِࢽا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_2_line_001.png,2025-11-19T21:11:41,0.2580645161290322,0.7
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_2_line_003,Valid but hard,,إِدَࢽْ بَاضَرࣸورَا کَبَرْ سࣸࢽْ ڧَتَارَا ذَمَابَابࣸ کٜيوࣸ دَمَيْيِࢽْ زِࢽَا,اِدَࢽْ بَاضِرࣸورَاکَبَرْسْکࣸ ڧَتَارَا ذَمَايَابࣸ کِي وࣸدَمَيِيِࢽْ زِࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_2_line_003.png,2025-11-19T20:07:05,0.1486486486486486,0.5555555555555556
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_2_line_005,Valid but hard,,أَبِࢽْ ثٜي أَبِࢽْ شَاکْبَرْتَيْمَکَاشِ شِبَرْ سَاتَڢَاڢِࢽْکَ مَيْٜࢽ زِِࢽَا,اَبَࢽ ثِى ابَࢽْ شَاکَبَر تيمَکَاش شِبَرْࢽَاتَڢَاڢِࢽْکَࢽ مِي زِࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_2_line_005.png,2025-11-18T10:42:07,0.1973684210526315,1.0
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_2_line_006,Valid but hard,,کَذَاتَا کَلْمَا کَذَاسڢٜدࢽْکَا کࣸبَرِبَاشِ سَࢽْ شَࢽَايٜࢽْ زِࢽَا,کࣸذَاتَاکَلمِاکَذَاسِڢٜدِࢽْکَا کࣸبَࢽْ بَاشِ کَاسٜࢽْ شࢽَايِࢽْ زِࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_2_line_006.png,2025-11-19T21:25:46,0.2461538461538461,0.8571428571428571
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_2_line_008,Valid but hard,,مࣸثَالَ کَمَاتٜي مِثَال ࢽَجٜسْ کَࢽَاسࣸࢽْ ڢَطَلْکَيْ کٜٜر مِيزِࢽَا,مِثَالَ کَمَاتَيْ مِثِࢽ ࢽَجِسْ کَࢽَاسࣸ ڢَطَلکَي کٜرمِيزَِا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_2_line_008.png,2025-11-19T22:00:04,0.2878787878787879,0.875
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_2_line_009,Valid but hard,,ذَمَادَي رࣸوࢽَ دَࢽْکَيْ ࢽࣸجَسَ بِسَ وَࢽْکَ دࣸودَا ࢽَمِييِࢽْ زِࢽَا,ذَمَادَمْ رࣸوࢽَ دَکࣸوࢽْکَࢽْ ࢽَجَسَ بِ وَࢽْکَ دࣸودَاتَمِييِࢽ زِࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_2_line_009.png,2025-11-19T22:39:02,0.2537313432835821,0.8888888888888888
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_2_line_014,Valid but hard,,بَکَاسࣸوأثٜي کَيامࣸࢽْثِي دَسࣸوبَا أدَوࣸمِࢽْ مَکࣸومَاتَمٜييࢽْ زِࢽَا,بِکَاسࣸواثٜࢽ کَيامࣸࢽثي دَسࣸوبَا ادَومَࢽْ مࣸکࣸوماتمييࢽ زِࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_2_line_014.png,2025-11-19T22:20:31,0.2835820895522388,0.8333333333333334
A_Poem_on_Adultery_Waƙar_Zina.pdf_page_2_line_015,Valid but hard,,إدَࢽْ سَࢽْڢَتࣸو بَاکَسࣸو کَغَࢽٜي سࣸ سࣸکَوشَ دَذِ لاࣸمْتَاࢽٜي زِࢽَا,ادَࢽْ سࣸࢽڢَتࣸوبَا کَسࣸوکَغَࢽٜى سࣸ سࣸکࣸوشَْ دَذِلاَمࣸتَاࢽٜى زِࢽَا,../data/ajami-prepared-no-partial-leak/train/A_Poem_on_Adultery_Waƙar_Zina.pdf_page_2_line_015.png,2025-11-18T10:13:58,0.1343283582089552,0.7777777777777778
