ImageID,GroundTruth,Prediction,CER,WER
Infiraji_3.pdf_page_18_line_012,بَيْ کࣸواْيِ ثِکِࢽْ رَشِࢽْ سَࢽِيبَا,بَيْ کࣸواْيِ ثِکِࢽْ رَشِࢽْ سَࢽِيبَا,0.0,0.0
Infiraji_8.pdf_page_11_line_006,أَبِيَاجࣸوࢽَاأَيَاڢٜي غَابَا,أَبِيَاجࣸوࢽَاأَيَاڢٜي غَابَا,0.0,0.0
Infiraji_4.pdf_page_17_line_009,وَحَلَابَتَ بَرْسࣸ غَࢽْغَرَابَا,وَحَلَابَتَ بَرْسࣸ غَࢽْغَرَابَا,0.0,0.0
Infiraji_4.pdf_page_17_line_012,کَبࣸغَࢽْسࣸ دَشِي سَبࣸوادَذَمْبَا,کَبࣸغَࢽْسࣸ دَشِي سَبࣸوادَذَمْبَا,0.0,0.0
Infiraji_4.pdf_page_18_line_002,حࣸولࣸࢽَارَوَࢽِي کَغَاࢽٜيٰ  أَࢽْࢽَطٜيٰسࣸ دَشِي سࣸغَاࢽٜيٰ,حࣸولࣸࢽَارَوَࢽِي کَغَاࢽٜيٰ  أَࢽْࢽَطٜيٰسࣸ دَشِي سࣸغَاࢽٜيٰ,0.0,0.0
Infiraji_4.pdf_page_11_line_004,بَࢽْ کَاࢽَادَکࣸواْکࣸطِࢽْ حَڧِيبَا,بَࢽْ کَاࢽَادَکࣸواْکࣸطِࢽْ حَڧِيبَا,0.0,0.0
Infiraji_8.pdf_page_29_line_003,شِي يَسَابَمࣸ بَرْکَ کَاتࣸࢽَابَا,شِي يَسَابَمࣸ بَرْکَ کَاتࣸࢽَابَا,0.0,0.0
Infiraji_5.pdf_page_7_line_006,دَحَدِيثِ بَامࣸڢَاجَعَابَا,دَحَدِيثِ بَامࣸڢَاجَعَابَا,0.0,0.0
Infiraji_4.pdf_page_2_line_001,وَاڧَرْ إِࢽْڢِرَاجِ تَتَرَ,وَاڧَرْ إِࢽْڢِرَاجِ تَتَرَ,0.0,0.0
Infiraji_4.pdf_page_2_line_005,بِإِذْࢽِ مࣸوَلِّڢࣸ هَذَا,بِإِذْࢽِ مࣸوَلِّڢࣸ هَذَا,0.0,0.0
Infiraji_4.pdf_page_2_line_007,مَالَمْ عَلِيّࣸ ࢽَمَࢽْغِ,مَالَمْ عَلِيّࣸ ࢽَمَࢽْغِ,0.0,0.0
Infiraji_4.pdf_page_23_line_001,سَيْوࣸتَادࣸکَ تَيْتَ سَࢽْيِي  أَࢽْرِغَادࣸکَ غَاشِ أَࢽْيِي,سَيْوࣸتَادࣸکَ تَيْتَ سَࢽْيِي  أَࢽْرِغَادࣸکَ غَاشِ أَࢽْيِي,0.0,0.0
Infiraji_4.pdf_page_25_line_006,کࣸمَ سَيْ بَکَذࣸوْکَࢽَارَحَابَا,کࣸمَ سَيْ بَکَذࣸوْکَࢽَارَحَابَا,0.0,0.0
Nana_Asmāʾu_The_Authentic_Path_Nana_Asmāʾu_Godaben_Gaskiya.pdf_page_2_line_015,مکوت,مکوت,0.0,0.0
Infiraji_5.pdf_page_9_line_006,دَرَجَاتَسࣸ بَاأَبِࢽْ مࣸسࣸوبَا,دَرَجَاتَسࣸ بَاأَبِࢽْ مࣸسࣸوبَا,0.0,0.0
Infiraji_4.pdf_page_38_line_007,أَذࣸبَاوࣸتَ بَادَشَاوَرَابَا,أَذࣸبَاوࣸتَ بَادَشَاوَرَابَا,0.0,0.0
Infiraji_10.pdf_page_8_line_001,7,7,0.0,0.0
Infiraji_8.pdf_page_6_line_006,بَتَ بَرْکࣸ کࣸࢽٜيٰمِي لَاخِرَابَا,بَتَ بَرْکࣸ کࣸࢽٜيٰمِي لَاخِرَابَا,0.0,0.0
Infiraji_6.pdf_page_4_line_012,دَسࣸکٜيٰ حَطٜيٰ غَاشِ بَيْهَطٜيٰبَا,دَسࣸکٜيٰ حَطٜيٰ غَاشِ بَيْهَطٜيٰبَا,0.0,0.0
ELIT_WAN_00130_003r_line_014,5,5,0.0,0.0
Infiraji_12.pdf_page_10_line_017,10,10,0.0,0.0
Infiraji_8.pdf_page_13_line_016,ذااذو,ذااذو,0.0,0.0
Infiraji_12.pdf_page_18_line_016,اࢽد,اࢽد,0.0,0.0
Warning_Gargaɗi_Infiraji_2.pdf_page_14_line_006,دَغَ بَايَ غَرَيْ سࣸبَاشِ غَابَا,دَغَ بَايَ غَرَيْ سࣸبَاشِ غَابَا,0.0,0.0
Infiraji_8.pdf_page_4_line_003,رَࢽَّࢽْ بَسࣸکَࢽْ بَڧِࢽْ ثِکِيبَا,رَࢽَّࢽْ بَسࣸکَࢽْ بَڧِࢽْ ثِکِيبَا,0.0,0.0
Infiraji_8.pdf_page_3_line_008,أَيْکِࢽْ خَيْرِ بَسࣸيْ رࣸڢِيبَا,أَيْکِࢽْ خَيْرِ بَسࣸيْ رࣸڢِيبَا,0.0,0.0
Infiraji_12.pdf_page_6_line_015,وࢽغ,وࢽغ,0.0,0.0
Infiraji_5.pdf_page_15_line_009,بَتَ سَࢽْ لَيْڢِࢽْتَ يَيْ يَوَابَا,بَتَ سَࢽْ لَيْڢِࢽْتَ يَيْ يَوَابَا,0.0,0.0
Infiraji_8.pdf_page_3_line_005,دَبَسࣸيْ سَاݒࣸࢽْ أࣸبَࢽْ غِجِيبَا,دَبَسࣸيْ سَاݒࣸࢽْ أࣸبَࢽْ غِجِيبَا,0.0,0.0
Infiraji_4.pdf_page_16_line_010,سَوْڧَڧٜيٰمَࢽَ بَادَکَاغَذَابَا,سَوْڧَڧٜيٰمَࢽَ بَادَکَاغَذَابَا,0.0,0.0
A_Letter_to_Malam_Ƙalarawi_Wasiƙa_zuwa_ga_Malam_Lawan_Ƙalarawi.pdf_page_1_line_011,طَࢽْ ࢽَمِجِ ڧَاڧَاذَاعَسَاوَاطَࢽْ سࣸوࢽَا,طَࢽْ ࢽَمِجِ ڧَاڧَاذَاعَسَاوَاطَࢽْ سࣸوࢽَا,0.0,0.0
Warning_Gargaɗi_Infiraji_2.pdf_page_2_line_002,غَرْغَطِي,غَرْغَطِي,0.0,0.0
Infiraji_6.pdf_page_9_line_009,إِࢽْبَاکَڢَطِي کَࢽَاغࣸدࣸوبَا,إِࢽْبَاکَڢَطِي کَࢽَاغࣸدࣸوبَا,0.0,0.0
Infiraji_5.pdf_page_16_line_009,بَاذَاتَ ثِکَادَأَرْزࣸکَابَا,بَاذَاتَ ثِکَادَأَرْزࣸکَابَا,0.0,0.0
Infiraji_6.pdf_page_15_line_016,سيش,سيش,0.0,0.0
Warning_Gargaɗi_Infiraji_2.pdf_page_6_line_016,5,5,0.0,0.0
Infiraji_8.pdf_page_6_line_003,بَمࣸسَࢽْ ڢَرَضِي دَࢽَاڢِلَابَا,بَمࣸسَࢽْ ڢَرَضِي دَࢽَاڢِلَابَا,0.0,0.0
Nana_Asmāʾu_The_Absolute_Truth_1_Nana_Asmāʾu_Tabbat_Haqiqan_1.pdf_page_7_line_009,غࣸوبٜيٰ أَتَ زَکَّثٜيٰسࣸ تَبَّتْ حَڧِيڧََا,غࣸوبٜيٰ أَتَ زَکَّثٜيٰسࣸ تَبَّتْ حَڧِيڧََا,0.0,0.0
Infiraji_8.pdf_page_11_line_016,کاغ,کاغ,0.0,0.0
Infiraji_4.pdf_page_26_line_015,إِࢽْدَابَسࣸ غَࢽْشِ سࣸࢽْ ࢽَڟَابَا,إِࢽْدَابَسࣸ غَࢽْشِ سࣸࢽْ ࢽَڟَابَا,0.0,0.0
Infiraji_6.pdf_page_4_line_003,مَعَࢽَاکࣸوْاْذࣸوثِيَايَدࣸوبَا,مَعَࢽَاکࣸوْاْذࣸوثِيَايَدࣸوبَا,0.0,0.0
Infiraji_4.pdf_page_36_line_013,بَسࣸ تَاشِ سࣸࢽَادَلَاڢِيَابَا,بَسࣸ تَاشِ سࣸࢽَادَلَاڢِيَابَا,0.0,0.0
Infiraji_4.pdf_page_28_line_016,دَبَسࣸيْ کَتَرِي اَلَاخِرَابَا,دَبَسࣸيْ کَتَرِي اَلَاخِرَابَا,0.0,0.0
Infiraji_12.pdf_page_3_line_003,بَيْ کَرْݒِ ڢَطَرْأࣸبَࢽْ غِجِيبَا,بَيْ کَرْݒِ ڢَطَرْأࣸبَࢽْ غِجِيبَا,0.0,0.0
Infiraji_7.pdf_page_5_line_005,دَادࣸبࣸࢽْ مِلِيَࢽْ غَرٜيٰکَ رَࢽْدَکَامࣸتࣸ سَيْ أَکَيْکَ,دَادࣸبࣸࢽْ مِلِيَࢽْ غَرٜيٰکَ رَࢽْدَکَامࣸتࣸ سَيْ أَکَيْکَ,0.0,0.0
MAF_286.pdf_page_16_line_017,اذࢽ,اذࢽ,0.0,0.0
Infiraji_4.pdf_page_4_line_010,دࣸومِࢽْ أَيْکِࢽْسَ بَيْ ثِرَابَا,دࣸومِࢽْ أَيْکِࢽْسَ بَيْ ثِرَابَا,0.0,0.0
Nana_Asmāʾu_The_Absolute_Truth_1_Nana_Asmāʾu_Tabbat_Haqiqan_1.pdf_page_5_line_006,سࣸووࣸتَاکَࢽْثِ غࣸوبٜيٰ تَبَّتْ حَڧِيڧََا,سࣸووࣸتَاکَࢽْثِ غࣸوبٜيٰ تَبَّتْ حَڧِيڧََا,0.0,0.0
Infiraji_11.pdf_page_9_line_009,دَوࣸشِرْيَابَاتَڢَمْڢَرَابَا,دَوࣸشِرْيَابَاتَڢَمْڢَرَابَا,0.0,0.0
Infiraji_4.pdf_page_12_line_007,بَسࣸ کَاسَ غࣸدَاطَرِي بَکَي بَا,بَسࣸ کَاسَ غࣸدَاطَرِي بَکَي بَا,0.0,0.0
Infiraji_7.pdf_page_6_line_017,6,6,0.0,0.0
Infiraji_10.pdf_page_10_line_001,9,9,0.0,0.0
Infiraji_8.pdf_page_8_line_015,بَکࣸ سَࢽْ مَڢِتَا اَلَاخِرَابَا,بَکࣸ سَࢽْ مَڢِتَا اَلَاخِرَابَا,0.0,0.0
Infiraji_12.pdf_page_14_line_016,اࢽتذو,اࢽتذو,0.0,0.0
Nana_Asmāʾu_The_Absolute_Truth_1_Nana_Asmāʾu_Tabbat_Haqiqan_1.pdf_page_2_line_017,12,12,0.0,0.0
Infiraji_3.pdf_page_12_line_016,10,10,0.0,0.0
Infiraji_8.pdf_page_29_line_016,مالکي,مالکي,0.0,0.0
ELIT_WAN_00130_002v_line_013,4,4,0.0,0.0
Infiraji_8.pdf_page_13_line_012,کَدَدَيْ يَثِ بَادَيَوْدَرَابَا,کَدَدَيْ يَثِ بَادَيَوْدَرَابَا,0.0,0.0
Infiraji_11.pdf_page_8_line_015,غَاکَيْوتَابَادَکࣸوࢽْ مَتࣸوابَا,غَاکَيْوتَابَادَکࣸوࢽْ مَتࣸوابَا,0.0,0.0
Infiraji_6.pdf_page_7_line_006,إِࢽْ بَکَ مَࢽْتَادَلَاخِرَابَا,إِࢽْ بَکَ مَࢽْتَادَلَاخِرَابَا,0.0,0.0
Infiraji_4.pdf_page_32_line_013,بَسࣸ ذَاݒِي ذَمَاغِدَࢽْ مِجِيبَا,بَسࣸ ذَاݒِي ذَمَاغِدَࢽْ مِجِيبَا,0.0,0.0
Infiraji_8.pdf_page_14_line_012,سࣸکِيَايِي ذࣸوَابِکِࢽْ سَعَابَا,سࣸکِيَايِي ذࣸوَابِکِࢽْ سَعَابَا,0.0,0.0
Nana_Asmāʾu_The_Absolute_Truth_1_Nana_Asmāʾu_Tabbat_Haqiqan_1.pdf_page_8_line_009,غࣸوبٜيٰ أَࢽَاذَلَّلاتَ تَبَّتْ حَڧِيڧََا,غࣸوبٜيٰ أَࢽَاذَلَّلاتَ تَبَّتْ حَڧِيڧََا,0.0,0.0
Infiraji_4.pdf_page_4_line_001,2,2,0.0,0.0
Infiraji_11.pdf_page_11_line_016,10,10,0.0,0.0
Infiraji_8.pdf_page_10_line_015,أَکَثٜيٰ بَاذَاسࣸ ڧٜيٰتَرَابَا,أَکَثٜيٰ بَاذَاسࣸ ڧٜيٰتَرَابَا,0.0,0.0
Infiraji_6.pdf_page_3_line_003,کَرْکَيَرْدَدَثِࢽْ أَمَاࢽَا   کࣸوْاْمࣸتࣸمْ مَيْ سࣸوࢽْ خِيَاࢽَا,کَرْکَيَرْدَدَثِࢽْ أَمَاࢽَا   کࣸوْاْمࣸتࣸمْ مَيْ سࣸوࢽْ خِيَاࢽَا,0.0,0.0
Nana_Asmāʾu_The_Absolute_Truth_1_Nana_Asmāʾu_Tabbat_Haqiqan_1.pdf_page_3_line_009,سࣸوکَيَاوࣸࢽْ وࣸتَاڢَ تَبَّتْ حَڧِيڧََا,سࣸوکَيَاوࣸࢽْ وࣸتَاڢَ تَبَّتْ حَڧِيڧََا,0.0,0.0
Nana_Asmāʾu_The_Absolute_Truth_1_Nana_Asmāʾu_Tabbat_Haqiqan_1.pdf_page_2_line_015,سࣸوکَڧࣸوࢽَاغَغࣸوبٜيٰ تَبَّتْ حَڧِيڧََا,سࣸوکَڧࣸوࢽَاغَغࣸوبٜيٰ تَبَّتْ حَڧِيڧََا,0.0,0.0
Infiraji_4.pdf_page_11_line_010,أَوࣸتَابَامَاسࣸ تَبَّتَابَا,أَوࣸتَابَامَاسࣸ تَبَّتَابَا,0.0,0.0
Infiraji_8.pdf_page_29_line_015,إِࢽْدَابَسࣸ غَࢽْشِ سࣸࢽْ ࢽَڟَابَا,إِࢽْدَابَسࣸ غَࢽْشِ سࣸࢽْ ࢽَڟَابَا,0.0,0.0
Infiraji_12.pdf_page_13_line_016,13,13,0.0,0.0
Infiraji_9.pdf_page_18_line_015,16,16,0.0,0.0
Nana_Asmāʾu_The_Authentic_Path_Nana_Asmāʾu_Godaben_Gaskiya.pdf_page_9_line_017,9,9,0.0,0.0
Infiraji_4.pdf_page_21_line_012,بَکَ سَࢽْ هَالِࢽْدَسࣸࢽْ کَشٜيٰبَا,بَکَ سَࢽْ هَالِࢽْدَسࣸࢽْ کَشٜيٰبَا,0.0,0.0
Infiraji_4.pdf_page_33_line_013,سَࢽَّࢽْ بَاذَاشِ کࣸوْاْمࣸوَابَا,سَࢽَّࢽْ بَاذَاشِ کࣸوْاْمࣸوَابَا,0.0,0.0
Infiraji_8.pdf_page_4_line_012,اَلْخَيْرِࢽَابَيَيْ يَوَابَا,اَلْخَيْرِࢽَابَيَيْ يَوَابَا,0.0,0.0
The_Glorious_Majidu_Infiraji_1.pdf_page_4_line_016,2,2,0.0,0.0
Infiraji_6.pdf_page_7_line_016,مي,مي,0.0,0.0
Infiraji_6.pdf_page_19_line_016,سى مکࢽ,سى مکࢽ,0.0,0.0
Knowledge_to_Follow_God_Gandal_Fii_Rewugol_Alla.pdf_page_3_line_001,3,3,0.0,0.0
Infiraji_4.pdf_page_41_line_016,رࣸوَࢽْ جَمَعَابَذَى غَمٜىٰبَا,رࣸوَࢽْ جَمَعَابَذَى غَمٜىٰبَا,0.0,0.0
Infiraji_5.pdf_page_5_line_011,هَرْأَذَارٜيٰ رَࢽْسَ بَيْ سَࢽِيبَا,هَرْأَذَارٜيٰ رَࢽْسَ بَيْ سَࢽِيبَا,0.0,0.0
Infiraji_11.pdf_page_9_line_003,حَرْشٜىٰࢽْسَ بَشِى غࣸرَاغࣸرَابَا,حَرْشٜىٰࢽْسَ بَشِى غࣸرَاغࣸرَابَا,0.0,0.0
Infiraji_6.pdf_page_19_line_003,بَأَبَاکࣸ رَبࣸوْاأَلَاخِرَابَا,بَأَبَاکࣸ رَبࣸوْاأَلَاخِرَابَا,0.0,0.0
Infiraji_7.pdf_page_5_line_014,حَجِّ زَکَّاغَاکَسَالَهْ تَاڟَرٜيٰکَ ثِکِࢽْ جَهَالَهْ,حَجِّ زَکَّاغَاکَسَالَهْ تَاڟَرٜيٰکَ ثِکِࢽْ جَهَالَهْ,0.0,0.0
Infiraji_7.pdf_page_3_line_012,کَتࣸࢽَابَاذَاسࣸ دَاوَيࣸوبَا,کَتࣸࢽَابَاذَاسࣸ دَاوَيࣸوبَا,0.0,0.0
Infiraji_4.pdf_page_15_line_016,وَحَلَابَاوَࢽْدَبَيْ غَمٜيٰبَا,وَحَلَابَاوَࢽْدَبَيْ غَمٜيٰبَا,0.0,0.0
Infiraji_12.pdf_page_15_line_003,بَايَࢽْدَبَذَاشِ رَاذَࢽَابَا,بَايَࢽْدَبَذَاشِ رَاذَࢽَابَا,0.0,0.0
Infiraji_9.pdf_page_2_line_006,يَࢽْتَدࣸواْ کَࢽࣸو,يَࢽْتَدࣸواْ کَࢽࣸو,0.0,0.0
Infiraji_12.pdf_page_1_line_001,وَاڧَرْإࢽْڢِرَاجِ تَهࣸطࣸ,وَاڧَرْإࢽْڢِرَاجِ تَهࣸطࣸ,0.0,0.0
Infiraji_9.pdf_page_17_line_013,سࣸوبَاڢَهِمْتَرْکࣸومِي دࣸوࢽِيَا    دَسࣸودَدَبْبࣸوبِي بَارَرَبَا,سࣸوبَاڢَهِمْتَرْکࣸومِي دࣸوࢽِيَا    دَسࣸودَدَبْبࣸوبِي بَارَرَبَا,0.0,0.0
Infiraji_3.pdf_page_19_line_016,17,17,0.0,0.0
Infiraji_5.pdf_page_17_line_009,ࢽَاتَ طَࢽْ بَتَبَرْسࣸ سࣸࢽْ سَکٜىٰبَا,ࢽَاتَ طَࢽْ بَتَبَرْسࣸ سࣸࢽْ سَکٜىٰبَا,0.0,0.0
Infiraji_4.pdf_page_16_line_013,بَسࣸ ڢَاسَ کِرَاسࣸࢽَادَطِيبَا,بَسࣸ ڢَاسَ کِرَاسࣸࢽَادَطِيبَا,0.0,0.0
Infiraji_6.pdf_page_3_line_013,إِࢽْ يَکَرْيٜيٰ سَيْکࣸ رࣸوشٜيٰ  ذࣸوثِيَاثٜيٰ إِࢽْ تَبࣸوشٜيٰ,إِࢽْ يَکَرْيٜيٰ سَيْکࣸ رࣸوشٜيٰ  ذࣸوثِيَاثٜيٰ إِࢽْ تَبࣸوشٜيٰ,0.0,0.0
Infiraji_3.pdf_page_8_line_015,أَغِدَࢽْ بَازَاسࣸ وَارࣸوَابَا,أَغِدَࢽْ بَازَاسࣸ وَارࣸوَابَا,0.0,0.0
Infiraji_4.pdf_page_30_line_007,إِࢽْ بَکَ مَࢽْتَادَلَاخِرَابَا,إِࢽْ بَکَ مَࢽْتَادَلَاخِرَابَا,0.0,0.0
Infiraji_8.pdf_page_9_line_016,وࢽس,وࢽس,0.0,0.0
Infiraji_11.pdf_page_6_line_012,أَمَّࢽْ بَشِکَࢽْ تَکَبّࣸرَابَا,أَمَّࢽْ بَشِکَࢽْ تَکَبّࣸرَابَا,0.0,0.0
Warning_Gargaɗi_Infiraji_2.pdf_page_10_line_016,9,9,0.0,0.0
Infiraji_8.pdf_page_27_line_015,إِࢽْدَابَسࣸ غَࢽْشِ سࣸࢽْ ࢽَڟَابَا,إِࢽْدَابَسࣸ غَࢽْشِ سࣸࢽْ ࢽَڟَابَا,0.0,0.0
Infiraji_4.pdf_page_19_line_010,مࣸࢽْجِ ذَمْهَرِذَاأَبَاسࣸ  مَيْ ذَيَرْبَکَ ذࣸوثِيَرْسࣸ,مࣸࢽْجِ ذَمْهَرِذَاأَبَاسࣸ  مَيْ ذَيَرْبَکَ ذࣸوثِيَرْسࣸ,0.0,0.0
Infiraji_8.pdf_page_20_line_012,بَسࣸ غَسْکَتَ ࢽَامࣸ اَلࢽَّبِي بَا,بَسࣸ غَسْکَتَ ࢽَامࣸ اَلࢽَّبِي بَا,0.0,0.0
Infiraji_7.pdf_page_1_line_002,غَرْغَطِي,غَرْغَطِي,0.0,0.0
Infiraji_5.pdf_page_16_line_006,بَسࣸ دَامࣸ دَذَاسࣸ لَاخِرَابَا,بَسࣸ دَامࣸ دَذَاسࣸ لَاخِرَابَا,0.0,0.0
A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_4_line_019,تو,تو,0.0,0.0
Infiraji_3.pdf_page_20_line_015,مَاتَࢽْسَ دَڧَࢽْڧَࢽَادَبَبَّا,مَاتَࢽْسَ دَڧَࢽْڧَࢽَادَبَبَّا,0.0,0.0
Infiraji_4.pdf_page_7_line_004,بَمࣸسَࢽْ ڢَرَضِي دَࢽَاڢِلَابَا,بَمࣸسَࢽْ ڢَرَضِي دَࢽَاڢِلَابَا,0.0,0.0
Infiraji_6.pdf_page_15_line_009,بَأَبَاتَ رَبࣸوْاْمَڢِي يَوَابَا,بَأَبَاتَ رَبࣸوْاْمَڢِي يَوَابَا,0.0,0.0
Nana_Asmāʾu_The_Absolute_Truth_1_Nana_Asmāʾu_Tabbat_Haqiqan_1.pdf_page_2_line_016,ماس ايکو,ماس ايکو,0.0,0.0
