GroundTruth,Prediction
عَنْدࣸ ࡶَࢽَّ ࡻللَّهَ نࣸجࣽومِرَطࣽ سࣸبْحَانَهࣸ مٜشٜنِّى شٜنِيطࣽ,عَنْدࣸࡶَرَّࡻللَّهَ نࣸجࣸومِرَاطࣸ سࣸبْحَانَهࣸ جٜشِنِى شِنِيطࣸ
وَدْدَتَازَمَ دَࢽْ بِيَيَّا    غࣸࢽْ مِجِ بَتَ تَادَمࣸرْيَا,وَدْدَتَازَمَ دَࢽْ مِيَبَّا  غَࢽْ مِجِي بَتَ تَادَمࣸرْيَا
إِࢽْدَإِيْکࣸوࢽْ تَيْمَمَاوَا بَارࣸوَاکࣸوابَابࣸ کࣸوْوَا,إِࢽْدَإِيْکࣸوࢽْ تَيْمَمَاوَا  بَارࣸوَاکࣸواْبَابࣸ کࣸوْوَا
تَمْبَيَاإتَثٜىٰ ڢِتِلَّا   مَىْ ڢِتَرْ دَمࣸتࣸمْ جَهَالَا,تَمْبَيَاإِتَّثٜيٰ ڢِتِلَّا  مَيْ ڢِتَرْدَمࣸتࣸمْ جَهَالَا
شِيَيْمِࢽْ ذَࢽْ ثَࢽْ دࣸوࢽِيَا   إِࢽْ ذَاتَاڧَارٜٜيٰ ڢِتْࢽࣸواْ سࣸࢽْيَوَا,شِيَيْمِࢽْ ذَࢽْ ثَࢽْ دࣸوࢽِيَا  إِࢽْ ذَاتَاڧَارٜيٰ ڢِتࣸࢽࣸواْ سࣸࢽْيَوَا
22,1
سَيْحْڧࣸرِي غَعَبِࢽْدَ بَاکَدَمَاغَࢽِي  کَسَامࣸ لاَدَرْ زࣸثِيَرْ سࣸࢽْ ࢳࢽْ عࣸوَا,سَيْجَࢽْڧࣸرِي غَلِبِࢽْدَبَاکَدَمَاغَࢽِي  کَسَامࣸ لَادَرْزࣸثِيَرْسࣸࢽْ ࢳِࢽْ عࣸوَا
فدکررالله ناالفرءاࢽ نشاتنا ؞ لا اعتبارولکࢽ نحࢽ ندشغل,فدکر رالله نا الفر ءاࢽ نشاتنا ؞ للاعتبارولک ن ذشعل
وَتَاإِࢽ سࣸکَ ڢَارَ ڢَطَادَمِجِࢽْتَا   سَيْ تَرِڧٜيٰشِ تَثٜيٰ يَکَشٜيٰتَا,وَتَاإِࢽْ سࣸکَ ڢَارَڢَطَادَمِجِࢽْتَا سَيْ تَرِڧٜيٰشِ تَثٜيٰ يَکَشٜيٰتَا
سَيْ کࣸمَ جِيکَاࢽَسْ مَهْدِيّࣸ مࣸࢽْتَظَرْ ؞ شِي مَا حࣸصࣸوصِ ࢽٜيٰ ࢽَسِيدِ مࣸحَمَّدَا,سَيْ کࣸمَ جِيکَاࢽَسْ مَهْدِيࣸ مࣸتَظَرْ ؞  شِمِّ مࣸمࣸومِ ࢽٜيٰ سَيدِ مࣸحَمَّدَا
أَࢽْثٜيٰ وَڧَرْࢽَ يَاکَطَاکَيْࢽَسَا   ࢽِي بَاࢽِ بَيْوَابَࢽَا عِيَ يِࢽْ ڟَرِي,أَࢽْثٜيٰ وَڧَرْرَيَاکَطَاکَيْࢽَسَا ࢽِي بَاࢽِ بَيْوَابَࢽَاعِيَ بِࢽْڟَرِي
عَنْدࣸ نࣽجࣽورٜيَاکࣸلࣸ ࡼلْحَسَنَآتِ نࣽذَامِرَمࣽجِّ عَادٜࢽْ,عَنْدࣸ نࣽجࣸورِيَاکࣸلࣸ ࡼلْحَسَنَانِ نࣸذَامِرَمࣸجّࣸ عَابٜࢽْ
عࣸثْمَاࢽࣸ ڢࣸودِيࣸوابَابََاأَبࣸوبَکَرْ   اءࣸبَࢽْ بࣸخَاريٰ اءࣸبَࢽْ مَالَمْ حَسَࢽْ,عࣸࢽْمَارࣸ ڢࣸودِيࣸواْبَابَاأَبࣸوْبَکَرْ ءࣸبَࢽْ بࣸکَارِوَأࣸبَࢽْ مَالَمْ حَسَࢽْ
دَࢽْ إِسَشٜيٰࢽْ هَࢽْکَلِࢽْسࣸ    بَاسࣸ سࣸوࢽْ سَاݒࣸࢽْ مَزَࢽْسࣸ,دَࢽْ إِسَشٜيٰࢽْ هَࢽْکَلِࢽْسࣸ  بَاسࣸ سࣸوࢽْ سَابࣸࢽْ مَزَࢽْسࣸ
وَاڧَرْ وَعَظِي,وَاڧَرْوَعَطِي
مَثٜيٰ مِجِࢽْتَ يَذَࢽْ مَّالَمْ ࢽٜيٰ   بَاتَ يَبࣸوࢽْشِ تَثٜيٰ دَࢽَغَرْتَا,مَثٜيٰ مِجِࢽْتَ يَذَࢽْ مَّالَمْ ࢽٜيٰ  بَاتَ يَبࣸوࢽْشِ تَثٜيٰ دَࢽَغَرْتَا
شِى بَىْ تَبَٜٜ سَابَ ألْکَوَرْبَا,شِى بَىْ تَبَ سَابَ أَلْکَوَرْبَا
يزادعنه اناس لاخلا ڡ لهم ؞ فد فلبواالديࢽ بالتعيي والبدل,بزادعن اناس لاخلاڡ لهم ؞ فدفلواالدبࢽ مالنفيي والبدل
کَرْکَيَرْدَ أَبࣸواْکَࢽِࢽْکَ   سࣸکَ تَارࣸثِکِࢽْ غِدَࢽْکَ,کَرْکَيَرَدَأَبࣸواْکَࢽِࢽْکَ  سࣸکَ تَارࣸثِکِࢽْ غِدَࢽْکَ
دَارِيَادَغَࢽِࢽْ ڟِرَيْثِي     غࣸࢽْ مࣸسࣸلْمِي ڢَاسِڧَࢽْثِي,دَارِبَادَغَࢽِࢽْ ڟِرَيْثِي  غࣸࢽْ مࣸسࣸلْمِي ڢَاسِڧَࢽْثِي
جِبْرَىِيلࣸ دَجِى يَتَاشِ    ࢽَࢽْ دَࢽَࢽْ يَوࣸثٜىٰ غَرٜىٰشِ,جِبْرَعِيسࣸ دَجِي يَتَاشِ  ࢽَࢽْ دَࢽَࢽْ يَوࣸثٜيٰ غَرٜىٰشِ
ذِکْرِي بَسࣸ مَࢽْثٜيٰ حَيْلَلَابَا,ذِکْرِي بَسࣸ مَࢽْثٜيٰ حَيْلَلَابَا
فضاءَشکرها واداءحفها ؞ اءالْنغمتاْشاْکْر,شم وابيمبو اذل حڢ دالى اک م بي دبد
مسى اه اعظم به ڢى الفدرمت لة ؞ مࢽ فاب فوسيࢽ لم تدرک ولم نتل,مس ال لعط به ڢى الفدرمن لة ؞ مࢽ فاب فوسيࢽ لمى ندرک ولم تتل
جَمَعَ دࣸو کࣸکَرْکَطٜي کࣸࢽّࣸوَࢽْکَ  کࣸجِ وَاڧَرْ وَطَࢽْدَ بَاسَا صَࢽَاعَ,جَمࣸعَ دࣸوکࣸکَرْکَطٜيٰ کࣸࢽࣸوَࢽْکࣸ  کࣸج وَاڧَرْوَطَࢽْدَبَاسَاصَࢽَاعَ
لَارَبَاوَامَاسࣸ عِڢَّهْ سࣸࢽْ وࣸثٜيٰ واکٜيٰ دَڧࣸواْڢَا,لَارَبَاوَامَاسࣸ عِڢَّهْ  سࣸࢽْ وࣸثٜيٰ وَاکٜيٰ دَڧࣸواْڢَا
طايڢاط,طيڢاط
لَاخِرَاذَاسࣸيْ تَلَوثِي   تࣸواْبَلٜيٰ مَيْتَادَ يَٜࢽثِي,لَاخِرَاذَاسࣸيْ تَلَوْثِي  تࣸواْبَلٜيٰ مَيْتَادَيَࢽْثِي
کَمَرْمࣸوتَاتَکٜيٰ کٜࣸمِ کٜࢽْتَا   إِࢽْ کَغَ بَاتَڢِيَ بَرِِسࣸࢽْتَا,کَمَرْمࣸوتَاتَکٜيٰ کࣸومِ کࣸࢽْتَا   إِࢽْ کَغِ بَاتَڢِيَابَرَ سࣸࢽْتَا
